#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000161243.1	chr6	-	119927124	119937649	119927124	119937649	F6U2S8	uc291iiv.1	Wnk1
ENSMUST00000162190.7	chr6	-	119929832	119934328	119929832	119934328	F7B663	uc291iiw.1	Wnk1
ENSMUST00000160872.1	chr6	-	119929832	119934329	119929832	119934329	F6V9V5	uc291iix.1	Wnk1
ENSMUST00000203335.1	chr6	-	119930771	119933836	119930771	119930771		uc291iiy.1	Wnk1
ENSMUST00000162541.7	chr6	-	119937459	119948426	119937459	119948426	F7CZC4	uc291iiz.1	Wnk1
ENSMUST00000161802.1	chr6	-	119937614	119948105	119944758	119948105	F6S7V4	uc291ija.1	Wnk1
ENSMUST00000160820.1	chr6	-	119937734	119940101	119937734	119937734		uc291ijb.1	Wnk1
ENSMUST00000204207.1	chr6	-	119944329	119950154	119944329	119944329		uc291ijc.1	Wnk1
ENSMUST00000161185.1	chr6	-	119950322	119951998	119950322	119950322		uc291ijd.1	Wnk1
ENSMUST00000162368.7	chr6	-	119951650	119968663	119951650	119968663	F7CBK9	uc291ije.1	Wnk1
ENSMUST00000159785.1	chr6	-	119951657	119956170	119951657	119956170	F6TW99	uc291ijf.1	Wnk1
ENSMUST00000161048.7	chr6	-	119952868	119990167	119952868	119990167	F7CC62	uc291ijg.1	Wnk1
ENSMUST00000160769.7	chr6	-	119953649	119990126	119953649	119953649		uc291ijh.1	Wnk1
ENSMUST00000159397.7	chr6	-	119953649	120038607	119953649	119953649		uc291iji.1	Wnk1
ENSMUST00000160686.1	chr6	-	119956095	119962930	119956095	119962930	J3QPK0	uc291ijj.1	Wnk1
ENSMUST00000161512.2	chr6	-	119962307	119963733	119962366	119963668	A0A0R4J274	uc029vyi.1	Wnk1
ENSMUST00000161392.7	chr6	-	119969553	119992529	119969553	119969553		uc291ijk.1	Wnk1
ENSMUST00000035513.6	chr6	-	119969564	119981448	119969564	119969564		uc291ijl.1	Wnk1
ENSMUST00000159151.1	chr6	-	119970746	119973064	119970746	119970746		uc291ijm.1	Wnk1
ENSMUST00000135802.7	chr6	+	120364123	120419473	120364613	120412173	A0A0N4SVA7	uc291ijy.1	Kdm5a
ENSMUST00000005108.9	chr6	+	120364123	120444574	120364613	120439193	Q3UXZ9	uc009dne.3	Kdm5a
ENSMUST00000152293.5	chr6	+	120364131	120369608	120364131	120364131		uc291ijz.1	Kdm5a
ENSMUST00000132009.3	chr6	+	120364457	120419446	120364613	120402573	Q921T5	uc291ika.1	Kdm5a
ENSMUST00000203373.1	chr6	+	120374816	120388100	120374816	120388100	A0A0N4SUK6	uc291ikb.1	Kdm5a
ENSMUST00000124847.1	chr6	+	120405802	120413832	120405802	120405802		uc009dnh.2	Kdm5a
ENSMUST00000124525.1	chr6	+	120427238	120430282	120427238	120427238		uc291ikd.1	Kdm5a
ENSMUST00000132599.1	chr6	+	120429822	120432043	120429822	120429822		uc291ike.1	Kdm5a
ENSMUST00000142791.1	chr6	+	120430203	120439711	120430203	120430203		uc291ikf.1	Kdm5a
ENSMUST00000204239.2	chr6	+	120463246	120483729	120463246	120463246		uc291ikg.1	Il17ra
ENSMUST00000002976.4	chr6	+	120463246	120487559	120463328	120482484	Q60943	uc009dnj.3	Il17ra
ENSMUST00000204078.1	chr6	+	120473602	120480038	120473602	120473602		uc291ikh.1	Il17ra
ENSMUST00000079560.9	chr6	-	122317730	122337015	122318492	122336971	Q7TT35	uc291ioc.1	Phc1
ENSMUST00000081849.9	chr6	-	122317730	122337015	122318492	122336971	Q3V116	uc291iod.1	Phc1
ENSMUST00000161739.7	chr6	-	122317737	122339658	122318492	122336971	Q7TT35	uc009dox.3	Phc1
ENSMUST00000160696.7	chr6	-	122317749	122338864	122318492	122336971	Q7TT35	uc291ioe.1	Phc1
ENSMUST00000159252.7	chr6	-	122317749	122339656	122318492	122336971	E0CXV8	uc291iof.1	Phc1
ENSMUST00000161054.7	chr6	-	122317849	122339645	122318492	122336971	Q3V116	uc009dpa.3	Phc1
ENSMUST00000160163.7	chr6	-	122318302	122339612	122334121	122336971	E0CYV8	uc291iog.1	Phc1
ENSMUST00000161877.7	chr6	-	122318302	122339612	122318302	122318302		uc291ioh.1	Phc1
ENSMUST00000112600.8	chr6	-	122318303	122340561	122318492	122336971	Q3V116	uc291ioi.1	Phc1
ENSMUST00000161290.7	chr6	-	122325554	122336919	122334121	122336919	F7D980	uc291ioj.1	Phc1
ENSMUST00000160843.7	chr6	-	122325946	122340506	122325946	122336971	E0CXT0	uc291iok.1	Phc1
ENSMUST00000160863.1	chr6	-	122332671	122335145	122332671	122332671		uc291iol.1	Phc1
ENSMUST00000159384.7	chr6	-	122333394	122340224	122333394	122336971	E0CXC9	uc291iom.1	Phc1
ENSMUST00000161149.7	chr6	-	122334133	122339708	122334133	122336971	E0CYR2	uc291ion.1	Phc1
ENSMUST00000159657.7	chr6	-	122334134	122337296	122334134	122336971	E0CYR2	uc291ioo.1	Phc1
ENSMUST00000161210.2	chr6	-	122334138	122339627	122334138	122336971	E0CXA6	uc291iop.1	Phc1
ENSMUST00000146274.7	chr6	-	122447295	122466587	122452679	122466426	Q80WS1	uc009dpe.2	Rimklb
ENSMUST00000135320.1	chr6	-	122447297	122452732	122447297	122447297		uc291ios.1	Rimklb
ENSMUST00000068242.8	chr6	-	122453100	122486505	122456196	122472713	Q80WS1	uc009dpg.2	Rimklb
ENSMUST00000204731.1	chr6	-	122454259	122466535	122456196	122466426	Q80WS1	uc009dpf.2	Rimklb
ENSMUST00000143701.1	chr6	-	122459225	122472554	122459225	122459225		uc291iot.1	Rimklb
ENSMUST00000205114.1	chr6	-	122464169	122486439	122464169	122472713	A0A0N4SVI6	uc291iou.1	Rimklb
ENSMUST00000204045.1	chr6	-	122472537	122498761	122472537	122472713	A0A0N4SUL3	uc291iov.1	Rimklb
ENSMUST00000176655.7	chr6	+	125320658	125344839	125322201	125344088	H3BLI2	uc291jar.1	Scnn1a
ENSMUST00000176110.7	chr6	+	125320673	125344933	125321958	125344088	H3BJC3	uc291jas.1	Scnn1a
ENSMUST00000176365.1	chr6	+	125321204	125330973	125322006	125330973	H3BKP2	uc291jat.1	Scnn1a
ENSMUST00000175966.7	chr6	+	125321278	125344389	125321958	125338269	H3BKW1	uc291jau.1	Scnn1a
ENSMUST00000081440.13	chr6	+	125321339	125344943	125321880	125344088	Q3USG4	uc009duk.3	Scnn1a
ENSMUST00000176442.7	chr6	+	125321410	125344079	125322201	125344079	H3BKC4	uc291jav.1	Scnn1a
ENSMUST00000177329.1	chr6	+	125321520	125344612	125321958	125344088	H3BJC3	uc291jaw.1	Scnn1a
ENSMUST00000060972.4	chr6	-	126532550	126535412	126533354	126535163	Q61762	uc009dva.3	Kcna5
ENSMUST00000130454.7	chr6	-	128224287	128275577	128228365	128271072	A0A0R4J1U4	uc291jfc.1	Tead4
ENSMUST00000006311.12	chr6	-	128227142	128300813	128228365	128271072	A0A0R4IZY5	uc009ede.1	Tead4
ENSMUST00000112157.3	chr6	-	128228180	128300813	128228365	128271072	A0A0R4J1U4	uc009edf.3	Tead4
ENSMUST00000133118.1	chr6	-	128270908	128300823	128270908	128271072	F6UKF4	uc291jfd.1	Tead4
ENSMUST00000143004.1	chr6	-	128270958	128300738	128270958	128271072	F6ULG6	uc291jfe.1	Tead4
ENSMUST00000001562.8	chr6	-	128321160	128355851	128323078	128355778	O88413	uc009edh.1	Tulp3
ENSMUST00000128708.1	chr6	-	128323007	128325547	128323007	128323007		uc291jfh.1	Tulp3
ENSMUST00000138313.5	chr6	-	128331695	128355841	128331695	128331695		uc291jfi.1	Tulp3
ENSMUST00000133134.2	chr6	-	128334476	128355815	128334476	128348178	A0A0N4SVN5	uc291jfj.1	Tulp3
ENSMUST00000203625.1	chr6	-	128341352	128344975	128341352	128341352		uc291jfk.1	Tulp3
ENSMUST00000157005.2	chr6	-	128342240	128355825	128343168	128355778	A0A0N4SW40	uc291jfl.1	Tulp3
ENSMUST00000000254.13	chr6	+	128934380	128984704	128934416	128983087	Q9D676	uc009eew.3	Clec2g
ENSMUST00000146925.1	chr6	+	128934404	128948985	128934404	128934404		uc291jig.1	Clec2g
ENSMUST00000203405.2	chr6	+	128971159	128983382	128971192	128983087	A0A0N4SUR3	uc012eti.2	Clec2g
ENSMUST00000142388.7	chr6	+	128971159	128984707	128979408	128983087	Q9D676	uc009eey.2	Clec2g
ENSMUST00000204259.2	chr6	+	128971260	128983246	128971337	128983087	F5CSM7	uc057bye.2	Clec2g
ENSMUST00000075789.3	chr6	+	128979408	128983192	128979408	128983087	Q9D676	uc291jii.1	Clec2g
ENSMUST00000032264.8	chr6	+	129533159	129542346	129533446	129541167	Q8R3R8	uc009efz.2	Gabarapl1
ENSMUST00000204487.2	chr6	+	129533199	129541506	129538683	129541390	A0A0N4SVF3	uc291jjw.1	Gabarapl1
ENSMUST00000204956.1	chr6	+	129533375	129541434	129533446	129541167	Q8R3R8	uc291jjx.1	Gabarapl1
ENSMUST00000204639.1	chr6	+	129533550	129541237	129538683	129541237	A0A0N4SUS3	uc291jjy.1	Gabarapl1
ENSMUST00000049150.7	chr6	-	131299141	131313827	131300386	131312982	Q6J9G1	uc009eir.2	Styk1
ENSMUST00000121078.1	chr6	-	131300132	131316398	131300386	131312982	Q6J9G1	uc012eub.2	Styk1
ENSMUST00000135859.1	chr6	-	131311191	131353597	131311191	131311191		uc291jni.1	Styk1
ENSMUST00000145390.1	chr6	-	131338357	131353594	131338357	131338357		uc291jnj.1	Styk1
ENSMUST00000204371.1	chr6	-	131351976	131353597	131351976	131351976		uc291jnk.1	Styk1
ENSMUST00000032309.12	chr6	-	131364854	131388438	131367797	131388255	Q9JKB3	uc009eis.2	Ybx3
ENSMUST00000087865.3	chr6	-	131364854	131388476	131367797	131388255	Q9JKB3	uc009eit.2	Ybx3
ENSMUST00000205035.2	chr6	-	131365089	131378241	131365089	131365089		uc291jnl.1	Ybx3
ENSMUST00000203157.1	chr6	-	131365099	131369018	131365099	131365099		uc291jnm.1	Ybx3
ENSMUST00000204481.1	chr6	-	131376161	131378502	131376161	131376161		uc291jnn.1	Ybx3
ENSMUST00000046303.11	chr6	+	134830153	134858931	134830429	134852291	A0A0R4J0D8	uc009ekt.2	Crebl2
ENSMUST00000145643.1	chr6	+	134830227	134849594	134830227	134830227		uc291jre.1	Crebl2
ENSMUST00000111937.1	chr6	+	134830254	134856160	134830429	134855978	D3Z200	uc291jrf.1	Crebl2
ENSMUST00000203742.1	chr6	+	134851157	134854577	134851157	134851157		uc291jrh.1	Crebl2
ENSMUST00000003115.8	chr6	+	134920400	134925513	134920919	134922074	P46414	uc009elb.3	Cdkn1b
ENSMUST00000067327.10	chr6	+	134920400	134925513	134920919	134922074	P46414	uc009ela.3	Cdkn1b
ENSMUST00000204807.1	chr6	+	134920512	134925320	134920919	134922074	P46414	uc291jrs.1	Cdkn1b
ENSMUST00000117045.1	chr6	-	135349407	135349749	135349407	135349407		uc291jsv.1	Dynlt1-ps1
ENSMUST00000058210.12	chr6	-	137477244	137649285	137479015	137539380	Q08509	uc009enc.2	Eps8
ENSMUST00000100841.8	chr6	-	137477667	137571017	137479015	137539380	Q08509	uc009enb.3	Eps8
ENSMUST00000111878.7	chr6	-	137478176	137649285	137479015	137539380	Q08509	uc009end.3	Eps8
ENSMUST00000147526.7	chr6	-	137499638	137648283	137499638	137539380	Q3UGL1	uc291jvk.1	Eps8
ENSMUST00000127179.1	chr6	-	137514339	137519760	137514339	137514339		uc291jvl.1	Eps8
ENSMUST00000132920.7	chr6	-	137517070	137654876	137517070	137539380	D3Z5I5	uc291jvm.1	Eps8
ENSMUST00000152046.1	chr6	-	137517094	137519703	137517094	137517094		uc291jvn.1	Eps8
ENSMUST00000146442.3	chr6	-	137522861	137589026	137522861	137539380	D3Z7F4	uc291jvo.1	Eps8
ENSMUST00000153933.7	chr6	-	137527394	137649229	137527394	137527394		uc291jvp.1	Eps8
ENSMUST00000203515.1	chr6	-	137534752	137538089	137534752	137534752		uc291jvq.1	Eps8
ENSMUST00000139753.7	chr6	-	137537637	137648283	137537637	137539380	A0A0N4SVD8	uc291jvr.1	Eps8
ENSMUST00000134630.5	chr6	-	137539336	137649242	137539336	137539380	D3YXC3	uc291jvs.1	Eps8
ENSMUST00000205037.1	chr6	-	137567139	137570759	137567139	137567139		uc291jvt.1	Eps8
ENSMUST00000008684.10	chr6	+	138140315	138156755	138147689	138156378	Q91VS7	uc009enk.2	Mgst1
ENSMUST00000120939.7	chr6	+	138140527	138156605	138147689	138153583	D3YU60	uc291jwp.1	Mgst1
ENSMUST00000204628.2	chr6	+	138140553	138156392	138147689	138156146	A0A0N4SV17	uc291jwq.1	Mgst1
ENSMUST00000140932.1	chr6	+	138140570	138156742	138156222	138156378	A0A0N4SVZ0	uc291jwr.1	Mgst1
ENSMUST00000120302.7	chr6	+	138140598	138156384	138147689	138156378	Q91VS7	uc291jws.1	Mgst1
ENSMUST00000120230.7	chr6	+	138141369	138156559	138147689	138156378	Q91VS7	uc291jwt.1	Mgst1
ENSMUST00000118091.7	chr6	+	138141585	138156612	138141691	138156378	E9QJW0	uc057lsm.2	Mgst1
ENSMUST00000125810.1	chr6	+	138142853	138150796	138142943	138150796	D3YVR3	uc291jwu.1	Mgst1
ENSMUST00000087622.5	chr6	+	140424053	140597110	140424164	140593649	E9Q6H8	uc009eob.2	Plekha5
ENSMUST00000204145.2	chr6	+	140424159	140589315	140424164	140534515	A0A0N4SWC0	uc009eof.2	Plekha5
ENSMUST00000203517.2	chr6	+	140424160	140586499	140424164	140586499	A0A0N4SWD7	uc291jyl.1	Plekha5
ENSMUST00000203774.2	chr6	+	140432988	140553029	140525851	140552858	A0A0N4SUV0	uc009eoc.1	Plekha5
ENSMUST00000204876.2	chr6	+	140516423	140553030	140525851	140552858	A0A0N4SW19	uc291jym.1	Plekha5
ENSMUST00000203955.2	chr6	+	140524864	140586499	140524864	140586499	A0A0N4SUU0	uc291jyn.1	Plekha5
ENSMUST00000205255.2	chr6	+	140535174	140597110	140535174	140535174		uc009eod.2	Plekha5
ENSMUST00000204080.2	chr6	+	140543987	140597110	140543987	140593579	A0A0N4SUY3	uc012evd.2	Plekha5
ENSMUST00000205025.1	chr6	+	140544013	140557958	140544013	140544013		uc291jyp.1	Plekha5
ENSMUST00000203012.2	chr6	+	140544017	140597110	140544017	140596283	A0A0N4SWF5	uc009eoh.2	Plekha5
ENSMUST00000205026.2	chr6	+	140544152	140597110	140544152	140596283	A0A0N4SV65	uc291jyq.1	Plekha5
ENSMUST00000213444.1	chr6	+	140563567	140597110	140563567	140593649	A0A1L1SQF5	uc057byp.2	Plekha5
ENSMUST00000204755.1	chr6	+	140569325	140579671	140569325	140569325		uc291jyr.1	Plekha5
ENSMUST00000203315.1	chr6	+	140577134	140579678	140577134	140577134		uc291jys.1	Plekha5
ENSMUST00000203483.1	chr6	+	140577322	140597110	140577322	140593649	A0A0N4SVR9	uc009eog.2	Plekha5
ENSMUST00000204528.1	chr6	+	140581755	140583940	140581755	140581755		uc291jyt.1	Plekha5
ENSMUST00000043259.9	chr6	+	141249268	141507448	141249589	141498893	Q9Z0X4	uc009eoo.2	Pde3a
ENSMUST00000189060.2	chr6	+	141249965	141471596	141249965	141249965		uc291jzg.1	Pde3a
ENSMUST00000204947.2	chr6	+	143167220	143218497	143167480	143218088	A0A0N4SVC4	uc291kch.1	Etnk1
ENSMUST00000032413.6	chr6	+	143167229	143208546	143167480	143203456	Q9D4V0	uc009eqf.4	Etnk1
ENSMUST00000203341.1	chr6	+	143167253	143192282	143167253	143167253		uc291kci.1	Etnk1
ENSMUST00000205256.1	chr6	+	143167253	143232307	143167480	143230898	A0A0N4SV10	uc291kcj.1	Etnk1
ENSMUST00000079573.12	chr6	-	146108298	146502178	146111670	146501878	Q9Z329	uc009erx.3	Itpr2
ENSMUST00000053273.14	chr6	-	146111479	146501912	146111670	146501878	Q9Z329	uc009erw.3	Itpr2
ENSMUST00000137938.1	chr6	-	146120594	146147208	146120594	146120594		uc291kfm.1	Itpr2
ENSMUST00000203292.1	chr6	-	146180260	146227543	146180260	146227543	A0A0N4SUL2	uc291kfn.1	Itpr2
ENSMUST00000155339.1	chr6	-	146180335	146196960	146180335	146180335		uc291kfo.1	Itpr2
ENSMUST00000204901.1	chr6	-	146230975	146232479	146230975	146230975		uc291kfp.1	Itpr2
ENSMUST00000144557.1	chr6	-	146290485	146294284	146290485	146290485		uc291kfr.1	Itpr2
ENSMUST00000131890.5	chr6	-	146357699	146396986	146357775	146396986	B2KF89	uc291kfs.1	Itpr2
ENSMUST00000139732.3	chr6	-	146373122	146502223	146425556	146501878	B2KF92	uc291kft.1	Itpr2
ENSMUST00000145418.7	chr6	-	146382133	146502178	146382133	146382133		uc291kfv.1	Itpr2
ENSMUST00000111673.1	chr6	-	146421417	146501878	146421417	146421417		uc291kfw.1	Itpr2
ENSMUST00000016631.13	chr6	+	146888486	147032025	146976638	147030400	Q8C8U0	uc009esm.3	Ppfibp1
ENSMUST00000203730.2	chr6	+	146888508	146978054	146976638	146978054	A0A0N4SVG3	uc291khk.1	Ppfibp1
ENSMUST00000111623.8	chr6	+	146888588	147032025	146976638	147030400	Q8C8U0	uc009esn.3	Ppfibp1
ENSMUST00000204660.1	chr6	+	146976482	146992435	146976638	146992435	A0A0N4SUZ5	uc291khl.1	Ppfibp1
ENSMUST00000154221.1	chr6	+	146992479	147005967	146992479	147005967	F7CUU8	uc291khn.1	Ppfibp1
ENSMUST00000126774.1	chr6	+	146996441	147002249	146996441	146996441		uc291kho.1	Ppfibp1
ENSMUST00000123902.7	chr6	+	146999544	147032023	146999544	146999544		uc009esq.2	Ppfibp1
ENSMUST00000149203.1	chr6	+	147000314	147017445	147000314	147000314		uc291khp.1	Ppfibp1
ENSMUST00000133825.1	chr6	+	147001693	147005995	147001693	147001693		uc291khq.1	Ppfibp1
ENSMUST00000155415.7	chr6	+	147002242	147019173	147002242	147019173	F6S1C4	uc291khr.1	Ppfibp1
ENSMUST00000204028.1	chr6	+	147005107	147006325	147005107	147005107		uc291khs.1	Ppfibp1
ENSMUST00000136837.1	chr6	+	147010878	147019580	147010878	147019580	F6YZ95	uc291kht.1	Ppfibp1
ENSMUST00000060095.14	chr6	-	148232429	148444389	148237793	148444199	Q3UV71	uc009etj.3	Tmtc1
ENSMUST00000100772.9	chr6	-	148232429	148444389	148237793	148444199	Q3UV71	uc009eti.3	Tmtc1
ENSMUST00000140797.3	chr6	-	148246733	148441635	148262853	148441558	D6RG80	uc291kjj.1	Tmtc1
ENSMUST00000203991.1	chr6	-	148411073	148441635	148411073	148441558	A0A0N4SV81	uc291kjp.1	Tmtc1
ENSMUST00000054080.14	chr6	-	148921034	148946467	148922870	148933129	Q8C8M1	uc009etr.3	Sinhcaf
ENSMUST00000204435.2	chr6	-	148921056	148943535	148922870	148933129	Q8C8M1	uc291kks.1	Sinhcaf
ENSMUST00000081956.11	chr6	-	148921056	148944826	148922870	148933129	Q8C8M1	uc009etq.3	Sinhcaf
ENSMUST00000111562.7	chr6	-	148922712	148944812	148922870	148933129	Q8C8M1	uc291kkt.1	Sinhcaf
ENSMUST00000132696.7	chr6	-	148926050	148946155	148926050	148933129	D3Z0C1	uc291kkw.1	Sinhcaf
ENSMUST00000139355.7	chr6	-	148928579	148946356	148928579	148933129	D3Z1Z9	uc291kkx.1	Sinhcaf
ENSMUST00000146457.1	chr6	-	148930618	148946415	148930618	148933129	D3YVY1	uc291kky.1	Sinhcaf
ENSMUST00000127680.1	chr6	+	149317333	149325967	149325457	149325967	B2KFD0	uc291kmh.1	Resf1
ENSMUST00000071798.12	chr7	-	4504569	4515975	4504754	4514368	Q3TVB8	uc009ext.2	Tnnt1
ENSMUST00000108587.8	chr7	-	4504569	4516004	4504754	4514368	O88346	uc009exu.3	Tnnt1
ENSMUST00000163710.7	chr7	-	4504662	4515959	4504754	4514368	O88346	uc012ewu.3	Tnnt1
ENSMUST00000178163.7	chr7	-	4504662	4515975	4504754	4514368	J3QPC8	uc291kuf.1	Tnnt1
ENSMUST00000166161.7	chr7	-	4504754	4514368	4504754	4514368	E9Q688	uc291kug.1	Tnnt1
ENSMUST00000168111.7	chr7	-	4504783	4509938	4504783	4504783		uc291kuh.1	Tnnt1
ENSMUST00000086502.4	chr7	-	4504785	4508025	4504785	4504785		uc291kui.1	Tnnt1
ENSMUST00000166268.7	chr7	-	4507567	4515961	4507567	4514368	E9QA86	uc291kuj.1	Tnnt1
ENSMUST00000169571.1	chr7	-	4507599	4509798	4507599	4507599		uc291kuk.1	Tnnt1
ENSMUST00000166959.7	chr7	-	4508509	4514615	4508509	4514368	E9Q0G9	uc291kul.1	Tnnt1
ENSMUST00000163538.7	chr7	-	4508577	4514574	4508577	4514368	E9PZB4	uc291kum.1	Tnnt1
ENSMUST00000163722.7	chr7	-	4509609	4516382	4509609	4516380	E9PVN9	uc291kun.1	Tnnt1
ENSMUST00000163560.1	chr7	-	4513828	4515107	4513828	4514368	E9Q334	uc291kuo.1	Tnnt1
ENSMUST00000098845.9	chr7	+	5080234	5098178	5083754	5097780	Q80VP1	uc009ezx.2	Epn1
ENSMUST00000146317.7	chr7	+	5080239	5089961	5083754	5089961	D3Z4V3	uc291kys.1	Epn1
ENSMUST00000153169.1	chr7	+	5080267	5083916	5083754	5083916	D3Z550	uc291kyt.1	Epn1
ENSMUST00000045277.6	chr7	+	5080292	5098176	5083754	5097780	Q80VP1	uc009ezy.3	Epn1
ENSMUST00000152083.1	chr7	+	5083664	5095201	5083664	5083664		uc291kyu.1	Epn1
ENSMUST00000208634.1	chr7	+	5083754	5098176	5083754	5097780	Q80VP1	uc291kyv.1	Epn1
ENSMUST00000155436.1	chr7	+	5089837	5092965	5089837	5089837		uc291kyw.1	Epn1
ENSMUST00000056246.7	chr7	-	7114689	7121488	7115292	7121300	Q7TNU5	uc012exo.2	Zfp954
ENSMUST00000210142.1	chr7	-	7119019	7121445	7119019	7119019		uc291leb.1	Zfp954
ENSMUST00000094807.5	chr7	+	16944681	16948828	16945092	16947078	G3X9N3	uc009fio.2	Pnmal2
ENSMUST00000108492.8	chr7	-	17031506	17062427	17035867	17062381	Q0VBL6	uc009fis.3	Hif3a
ENSMUST00000037762.10	chr7	-	17035733	17056679	17035867	17056596	Q0VBL6	uc009fir.3	Hif3a
ENSMUST00000139224.2	chr7	-	17048850	17050663	17048991	17050663	A0A0U1RQ59	uc291mds.1	Hif3a
ENSMUST00000153833.1	chr7	-	17051953	17062384	17051953	17062381	D3Z377	uc291mdt.1	Hif3a
ENSMUST00000032520.8	chr7	+	18065928	18071813	18066060	18071792	Q3UKP4	uc009fjf.2	Ceacam12
ENSMUST00000108487.8	chr7	+	18065938	18077986	18066060	18077465	Q3V2Q3	uc012fap.2	Ceacam12
ENSMUST00000108483.1	chr7	+	18065990	18070427	18066060	18069459	Q9DAS5	uc012fao.2	Ceacam12
ENSMUST00000206750.1	chr7	-	25199914	25219859	25199914	25199914		uc009frv.2	Dedd2
ENSMUST00000058702.6	chr7	-	25202839	25219859	25203539	25219128	Q8QZV0	uc009fru.1	Dedd2
ENSMUST00000205271.1	chr7	-	25202840	25220615	25203539	25219128	Q8QZV0	uc291mxv.1	Dedd2
ENSMUST00000206498.1	chr7	-	25217027	25219871	25217027	25217027		uc029wdz.2	Dedd2
ENSMUST00000002678.9	chr7	+	25687001	25705077	25687868	25704942	Q3UNK5	uc009ftq.2	Tgfb1
ENSMUST00000206584.1	chr7	+	25688147	25688724	25688147	25688147		uc291naj.1	Tgfb1
ENSMUST00000206348.1	chr7	+	25688889	25691462	25688889	25688889		uc291nak.1	Tgfb1
ENSMUST00000169009.7	chr7	+	25688926	25697213	25689040	25692386	E9Q6I6	uc291nal.1	Tgfb1
ENSMUST00000171757.1	chr7	+	25692417	25697174	25692417	25692417		uc291nam.1	Tgfb1
ENSMUST00000002677.10	chr7	-	25757272	25788687	25758661	25788478	Q00993	uc009ftx.3	Axl
ENSMUST00000085948.10	chr7	-	25757629	25788705	25758661	25788478	Q6PE80	uc009fty.3	Axl
ENSMUST00000124442.7	chr7	-	25760677	25764064	25760677	25760677		uc291naw.1	Axl
ENSMUST00000137211.1	chr7	-	25761368	25764413	25761368	25761368		uc291nax.1	Axl
ENSMUST00000132989.7	chr7	-	25763793	25788700	25763793	25763793		uc291nay.1	Axl
ENSMUST00000132038.2	chr7	-	25766517	25774678	25766517	25774678	F6YPR4	uc291naz.1	Axl
ENSMUST00000147680.1	chr7	-	25778679	25787066	25778679	25778679		uc291nba.1	Axl
ENSMUST00000137383.1	chr7	-	25785938	25787572	25785938	25785938		uc291nbb.1	Axl
ENSMUST00000077855.7	chr7	+	26757141	26772630	26757186	26771414	O55071	uc009fut.2	Cyp2b19
ENSMUST00000132315.1	chr7	+	26757162	26765634	26757162	26757162		uc291ncy.1	Cyp2b19
ENSMUST00000138018.1	chr7	+	26766554	26771391	26766554	26766554		uc291ncz.1	Cyp2b19
ENSMUST00000164093.7	chr7	+	27153713	27158564	27153713	27158564	E9PWV0	uc009fuz.1	Cyp2t4
ENSMUST00000108385.2	chr7	+	27155081	27158668	27155120	27158564	D3Z7F6	uc291ndp.1	Cyp2t4
ENSMUST00000080058.10	chr7	-	27158657	27166802	27159155	27165498	Q91YE2	uc009fva.2	Egln2
ENSMUST00000152021.1	chr7	-	27158658	27160871	27158658	27158658		uc291ndq.1	Egln2
ENSMUST00000108382.1	chr7	-	27158987	27166413	27159155	27165498	Q91YE2	uc291ndr.1	Egln2
ENSMUST00000134906.1	chr7	-	27165532	27166282	27165532	27165532		uc291nds.1	Egln2
ENSMUST00000179391.7	chr7	+	27195780	27204320	27197013	27204093	J3QPC3	uc029wea.1	BC024978
ENSMUST00000108379.7	chr7	+	27195780	27210186	27197013	27204385	D3Z7G4	uc009fvj.4	BC024978
ENSMUST00000155931.1	chr7	+	27197122	27204161	27197122	27204161	F6XBP4	uc291nei.1	BC024978
ENSMUST00000123108.1	chr7	+	27202631	27204320	27202631	27204093	F7BUA2	uc291nej.1	BC024978
ENSMUST00000003850.7	chr7	-	27207171	27228628	27208240	27228487	Q7TS72	uc009fvk.2	Itpkc
ENSMUST00000147170.1	chr7	-	27207969	27213052	27207969	27207969		uc291nek.1	Itpkc
ENSMUST00000149067.1	chr7	-	27212564	27214454	27212564	27212564		uc291nel.1	Itpkc
ENSMUST00000206441.1	chr7	-	27225742	27228661	27225742	27225742		uc291nem.1	Itpkc
ENSMUST00000205671.1	chr7	+	27807195	27822916	27807203	27819626	A0A0U1RQ84	uc009fxd.2	Zfp626
ENSMUST00000080175.6	chr7	+	27810812	27818669	27810812	27818669	E9QA60	uc291nhm.1	Zfp626
ENSMUST00000118212.1	chr7	-	27949154	27949763	27949154	27949154		uc291nhv.1	Gm10651
ENSMUST00000051241.6	chr7	-	28376783	28380253	28377557	28379197	Q3U3D2	uc009fys.2	Zfp36
ENSMUST00000209061.1	chr7	-	28376790	28379255	28377557	28378481	Q9DBE5	uc029wef.2	Zfp36
ENSMUST00000057974.3	chr7	-	28543595	28547254	28544131	28547135	A0A0A0MQ97	uc009fzg.2	Nccrp1
ENSMUST00000239002.1	chr7	-	28543595	28547254	28544131	28547060	G3X9C2	uc294jqb.1	Nccrp1
ENSMUST00000123095.7	chr7	+	30094776	30104291	30094776	30094776		uc291nsx.1	Zfp260
ENSMUST00000050735.11	chr7	+	30094793	30107622	30104676	30105900	Q62513	uc009gde.2	Zfp260
