ENMUST_ID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENSMUST00000168824.7	chr9	-	123594828	123632327	123612782	123632327	12	123594828,123596042,123597226,123598410,123603726,123604707,123607524,123608998,123610279,123611988,123612661,123632109,	123595142,123596208,123597386,123598615,123603889,123604949,123607635,123609226,123610371,123612129,123612787,123632327,	F7AVF9	uc292mqm.1
ENSMUST00000163397.7	chr9	-	123607588	123632283	123612782	123632283	5	123607588,123608998,123611988,123612661,123632109,	123607635,123609226,123612129,123612787,123632283,	F6TTF6	uc292mqn.1
ENSMUST00000164241.1	chr9	-	123609192	123632501	123609192	123609192	5	123609192,123610279,123611988,123632109,123632395,	123609226,123610371,123612129,123632221,123632501,		uc292mqo.1
ENSMUST00000171647.8	chr9	-	123634769	123678806	123636995	123678806	10	123634769,123637792,123640567,123641709,123655002,123656220,123660394,123662948,123664552,123678685,	123637145,123637958,123640727,123641914,123655165,123656462,123660622,123663040,123664693,123678806,	E9Q0H0	uc292mqp.1
ENSMUST00000040960.12	chr9	-	123636121	123678885	123636995	123678806	11	123636121,123637792,123640567,123641709,123655002,123656220,123657401,123660394,123662948,123664552,123678685,	123637145,123637958,123640727,123641914,123655165,123656462,123657512,123660622,123663040,123664693,123678885,	Q8VDB9	uc009sgk.2
ENSMUST00000170591.1	chr9	-	123656268	123678782	123656268	123678782	5	123656268,123657401,123660394,123662948,123678685,	123656462,123657512,123660622,123663040,123678782,	F6WK13	uc292mqt.1
ENSMUST00000163559.7	chr9	+	123678438	123781965	123774575	123780364	3	123678438,123774551,123779275,	123678707,123774596,123781965,	Q9WUT7	uc009sgl.3
ENSMUST00000168019.1	chr9	-	123689232	123690192	123689232	123689232	1	123689232,	123690192,		uc292mqv.1
ENSMUST00000215921.1	chr9	+	123767168	123771979	123767168	123767168	1	123767168,	123771979,		uc009sgo.1
ENSMUST00000166236.8	chr9	+	123767210	123784330	123774575	123780364	3	123767210,123774551,123779275,	123767307,123774596,123784330,	Q9WUT7	uc009sgq.3
ENSMUST00000111454.3	chr9	+	123767226	123781772	123779290	123780364	2	123767226,123779275,	123767349,123781772,	F8WIS0	uc292mrh.1
ENSMUST00000168910.1	chr9	+	123767228	123781971	123774575	123780364	4	123767228,123772842,123774551,123779275,	123767307,123772910,123774596,123781971,	Q9WUT7	uc009sgp.3
ENSMUST00000180093.1	chr9	+	123774539	123783457	123774575	123780364	2	123774539,123779275,	123774596,123783457,	Q9WUT7	uc292mrk.1
ENSMUST00000177714.7	chr9	-	124291803	124312696	124292990	124312562	4	124291803,124295097,124295357,124312559,	124294101,124295158,124295484,124312696,	J3QK55	uc057mba.2
ENSMUST00000071300.12	chr9	-	124293640	124312642	124293640	124312562	5	124293640,124295097,124295357,124304655,124312559,	124294101,124295158,124295484,124304718,124312642,	J3KMG5	uc292mrw.1
ENSMUST00000189915.6	chr9	-	124293830	124311899	124293830	124295478	4	124293830,124295097,124295357,124311675,	124294101,124295158,124295484,124311899,	A0A087WRR3	uc292mrx.1
ENSMUST00000185949.1	chr9	-	124293842	124312671	124293842	124312562	5	124293842,124295097,124295357,124311675,124312559,	124294101,124295158,124295484,124311750,124312671,	A0A087WQD2	uc292mry.1
ENSMUST00000186041.1	chr9	-	124300719	124312671	124300719	124300719	3	124300719,124304655,124312559,	124301723,124304718,124312671,		uc292mrz.1
ENSMUST00000137470.1	chrX	+	7714332	7722100	7714332	7714332	2	7714332,7721830,	7714473,7722100,		uc292myg.1
ENSMUST00000156000.7	chrX	+	7721972	7726292	7723865	7726292	6	7721972,7723848,7724023,7724186,7725930,7726197,	7722230,7723920,7724098,7724291,7726036,7726292,	F6Q8K5	uc292myh.1
ENSMUST00000208553.1	chrX	+	7721992	7726891	7723865	7725894	8	7721992,7723852,7724023,7724186,7725877,7726197,7726685,7726877,	7722197,7723920,7724098,7724291,7726036,7726292,7726765,7726891,	A0A140LI37	uc292myi.1
ENSMUST00000043045.9	chrX	+	7722216	7728206	7723865	7727859	11	7722216,7723848,7724023,7724186,7725930,7726197,7726685,7726877,7727169,7727346,7727749,	7722378,7723920,7724098,7724291,7726036,7726292,7726765,7727086,7727271,7727492,7728206,	Q91VM3	uc009smd.3
ENSMUST00000207386.1	chrX	+	7722221	7727393	7723865	7727393	7	7722221,7723848,7724023,7726685,7726877,7727169,7727346,	7722378,7723920,7724098,7726765,7727086,7727271,7727393,	A0A140LI75	uc292myj.1
ENSMUST00000116634.8	chrX	+	7722226	7727962	7723865	7727859	10	7722226,7723848,7724023,7725930,7726197,7726685,7726877,7727169,7727346,7727749,	7722378,7723920,7724098,7726036,7726292,7726765,7727086,7727271,7727492,7727962,	A2AEV5	uc292myk.1
ENSMUST00000208072.1	chrX	+	7722228	7726264	7723865	7726264	6	7722228,7723848,7724023,7724186,7725930,7726197,	7722382,7723920,7724098,7724291,7726036,7726264,	A0A140LHZ1	uc292myl.1
ENSMUST00000207589.1	chrX	+	7722228	7727398	7723865	7727398	10	7722228,7723848,7724023,7724186,7725930,7726197,7726685,7726877,7727169,7727346,	7722339,7723920,7724098,7724291,7726036,7726292,7726765,7727086,7727271,7727398,	A0A140LJJ0	uc292mym.1
ENSMUST00000208524.1	chrX	+	7722229	7726930	7723865	7726205	6	7722229,7723848,7724023,7726197,7726685,7726877,	7722339,7723920,7724098,7726292,7726765,7726930,	A0A140LIQ4	uc292myn.1
ENSMUST00000208618.1	chrX	+	7722229	7727849	7723865	7727849	10	7722229,7723848,7724023,7725930,7726197,7726685,7726877,7727181,7727346,7727749,	7722378,7723920,7724098,7726036,7726292,7726765,7727086,7727271,7727492,7727849,	A0A140LHC1	uc292myo.1
ENSMUST00000207183.1	chrX	+	7722230	7724374	7722230	7722230	4	7722230,7723848,7724023,7724186,	7722382,7723920,7724098,7724374,		uc292myp.1
ENSMUST00000208443.1	chrX	+	7722239	7728005	7723865	7727859	9	7722239,7723848,7724023,7724186,7726685,7726877,7727181,7727346,7727749,	7722378,7723920,7724098,7724291,7726765,7727086,7727271,7727492,7728005,	A0A140LIN0	uc292myq.1
ENSMUST00000207541.1	chrX	+	7722242	7726730	7724040	7726730	6	7722242,7724023,7724186,7725930,7726197,7726685,	7722339,7724098,7724291,7726036,7726292,7726730,	A0A140LHM4	uc292myr.1
ENSMUST00000208528.1	chrX	+	7722242	7726746	7723865	7726746	6	7722242,7723848,7724023,7725930,7726197,7726685,	7722339,7723920,7724098,7726036,7726292,7726746,	A0A140LHK6	uc292mys.1
ENSMUST00000209144.1	chrX	+	7722247	7727271	7724040	7726205	7	7722247,7724023,7724186,7726197,7726685,7726877,7727169,	7722339,7724098,7724291,7726292,7726765,7727086,7727271,	A0A140LJG8	uc292myu.1
ENSMUST00000115689.9	chrX	+	7722248	7728201	7723865	7727859	11	7722248,7723852,7724023,7724186,7725930,7726197,7726685,7726877,7727169,7727346,7727749,	7722378,7723920,7724098,7724291,7726036,7726292,7726765,7727086,7727271,7727492,7728201,	Q91VM3	uc009smb.3
ENSMUST00000131077.8	chrX	+	7722249	7726689	7723865	7726689	8	7722249,7723564,7723848,7724023,7724186,7725930,7726197,7726685,	7722378,7723753,7723920,7724098,7724291,7726036,7726292,7726689,	F6YHS5	uc292myv.1
ENSMUST00000115688.7	chrX	+	7722249	7728182	7723865	7727859	11	7722249,7723848,7724023,7724186,7725930,7726197,7726685,7726877,7727211,7727346,7727749,	7722378,7723920,7724098,7724291,7726036,7726292,7726765,7727086,7727271,7727492,7728182,	Q91VM3	uc009smc.3
ENSMUST00000207675.1	chrX	+	7722265	7728182	7723865	7727859	9	7722265,7723848,7724023,7724186,7726685,7726877,7727169,7727346,7727749,	7722378,7723920,7724098,7724291,7726765,7727086,7727271,7727492,7728182,	A0A140LJC8	uc292myw.1
ENSMUST00000116633.8	chrX	+	7722267	7727086	7723865	7727086	8	7722267,7723848,7724023,7724186,7725930,7726248,7726685,7726877,	7722339,7723920,7724098,7724291,7726036,7726292,7726765,7727086,	A2AEV2	uc292myx.1
ENSMUST00000208996.1	chrX	+	7722269	7726963	7723865	7726963	8	7722269,7723848,7724023,7724186,7725930,7726197,7726685,7726877,	7722276,7723920,7724098,7724291,7726036,7726316,7726765,7726963,	A0A140LJ16	uc292myy.1
ENSMUST00000209143.1	chrX	+	7722272	7726927	7723865	7726033	8	7722272,7723848,7724023,7724186,7725857,7726197,7726685,7726877,	7722339,7723920,7724098,7724291,7726036,7726292,7726765,7726927,	A0A140LJ74	uc292myz.1
ENSMUST00000207337.1	chrX	+	7722275	7726928	7723865	7726205	7	7722275,7723848,7724023,7724186,7726197,7726685,7726877,	7722339,7723920,7724098,7724291,7726292,7726765,7726928,	A0A140LHQ5	uc292mza.1
ENSMUST00000144148.3	chrX	+	7722334	7726027	7723865	7726027	7	7722334,7723314,7723564,7723848,7724023,7724186,7725930,	7722378,7723364,7723753,7723920,7724098,7724291,7726027,	A0A0A0MQH0	uc292mzb.1
ENSMUST00000125991.8	chrX	+	7722354	7726022	7723865	7726022	6	7722354,7723314,7723848,7724023,7724186,7725930,	7722378,7723753,7723920,7724098,7724291,7726022,	F6QP00	uc292mzc.1
ENSMUST00000154253.7	chrX	+	7722356	7726276	7723865	7725756	6	7722356,7723848,7724023,7724186,7725739,7726197,	7722378,7723920,7724098,7724291,7726036,7726276,	S4R186	uc292mzd.1
ENSMUST00000148624.7	chrX	+	7722361	7726291	7723865	7726291	7	7722361,7723314,7723848,7724023,7724186,7725930,7726197,	7722378,7723357,7723920,7724098,7724291,7726036,7726291,	F7CAT9	uc292mze.1
ENSMUST00000127847.7	chrX	+	7722732	7726332	7722732	7722732	5	7722732,7723848,7724023,7724186,7726248,	7722763,7723920,7724098,7724291,7726332,		uc292mzf.1
ENSMUST00000115687.7	chrX	+	7722926	7728003	7723865	7727859	11	7722926,7723848,7724023,7724186,7725930,7726197,7726685,7726877,7727169,7727346,7727749,	7722981,7723920,7724098,7724291,7726036,7726292,7726765,7727086,7727271,7727492,7728003,	Q91VM3	uc057aqp.2
ENSMUST00000155914.1	chrX	+	7723544	7725880	7723544	7723544	5	7723544,7723852,7724023,7724186,7725739,	7723753,7723920,7724098,7724291,7725880,		uc292mzg.1
ENSMUST00000207109.1	chrX	+	7724187	7727952	7724187	7727859	8	7724187,7725930,7726197,7726685,7726967,7727169,7727346,7727749,	7724291,7726036,7726292,7726765,7727086,7727271,7727492,7727952,	A0A140LJ78	uc292mzh.1
ENSMUST00000208517.1	chrX	+	7724352	7727842	7724352	7724352	7	7724352,7726258,7726685,7726877,7727169,7727346,7727749,	7724443,7726292,7726765,7727086,7727271,7727492,7727842,		uc292mzi.1
ENSMUST00000208918.1	chrX	+	7725801	7726976	7725801	7725801	5	7725801,7726197,7726409,7726685,7726877,	7726036,7726292,7726483,7726765,7726976,		uc292mzj.1
ENSMUST00000124707.1	chrX	+	7726572	7727490	7726572	7726572	4	7726572,7726877,7727169,7727346,	7726765,7727086,7727271,7727490,		uc292mzk.1
ENSMUST00000208719.1	chrX	+	7726753	7728182	7726753	7727795	4	7726753,7726877,7727169,7727749,	7726765,7727086,7727271,7728182,	A0A140LJK9	uc292mzl.1
ENSMUST00000209077.1	chrX	+	7727066	7727489	7727066	7727066	2	7727066,7727169,	7727086,7727489,		uc292mzn.1
ENSMUST00000069763.2	chrX	+	9199901	9268085	9200229	9265685	5	9199901,9248038,9251221,9257945,9265525,	9200802,9248162,9251419,9258153,9268085,	Q8CD19	uc009spo.2
ENSMUST00000015486.6	chrX	+	9272755	9313250	9272989	9309749	3	9272755,9281996,9308916,	9273234,9282259,9313250,	Q9QXY7	uc009spq.2
ENSMUST00000137277.1	chrX	+	12587800	12596581	12587800	12587800	3	12587800,12594760,12596155,	12587935,12594891,12596581,		uc292ngf.1
ENSMUST00000033313.2	chrX	+	12587800	12617049	12587895	12615873	9	12587800,12594760,12596155,12604866,12605117,12606280,12606930,12608834,12615681,	12587935,12594891,12596287,12604962,12605255,12606334,12607080,12608954,12617049,	Q9CYN9	uc009sqx.3
ENSMUST00000000804.6	chrX	+	13280969	13294052	13281112	13291492	17	13280969,13284177,13284914,13286033,13287224,13287463,13287784,13288278,13288572,13288779,13289394,13289836,13290178,13290445,13290900,13291162,13291412,	13281157,13284235,13284962,13286166,13287383,13287563,13287920,13288364,13288671,13288940,13289539,13289981,13290360,13290563,13291054,13291302,13294052,	Q62167	uc009srl.3
ENSMUST00000153851.7	chrX	+	13281021	13292022	13281021	13281021	5	13281021,13284177,13284914,13286033,13291713,	13281157,13284235,13284962,13286069,13292022,		uc292nhc.1
ENSMUST00000153611.1	chrX	+	13281031	13287872	13281031	13281031	6	13281031,13284177,13284914,13286033,13287224,13287784,	13281157,13284235,13284962,13286166,13287563,13287872,		uc292nhd.1
ENSMUST00000123096.7	chrX	+	13287283	13288852	13287283	13287283	5	13287283,13287463,13287784,13288278,13288779,	13287383,13287563,13287920,13288671,13288852,		uc292nhe.1
ENSMUST00000149639.1	chrX	+	13287784	13289915	13287784	13287784	5	13287784,13288278,13288572,13288779,13289394,	13287920,13288364,13288671,13288940,13289915,		uc292nhf.1
ENSMUST00000118490.1	chrX	+	15365178	15365490	15365178	15365178	1	15365178,	15365490,		uc292nid.1
ENSMUST00000115333.8	chrX	-	21028938	21062003	21030063	21060517	5	21028938,21036336,21036627,21060502,21061893,	21031652,21036471,21036772,21060528,21062003,	A2AE18	uc009sui.3
ENSMUST00000115334.7	chrX	-	21028942	21062052	21030063	21062005	5	21028942,21036336,21036627,21060502,21061937,	21031652,21036471,21036772,21060557,21062052,	A2AE19	uc292nlt.1
ENSMUST00000040628.5	chrX	-	21029588	21061986	21030063	21060517	5	21029588,21036336,21036627,21060502,21061893,	21031652,21036471,21036772,21060552,21061986,	A2AE18	uc009suj.3
ENSMUST00000133186.1	chrX	-	21031588	21062316	21031588	21031588	5	21031588,21036336,21036627,21060502,21061942,	21031652,21036471,21036772,21060523,21062316,		uc292nlu.1
ENSMUST00000138123.1	chrX	-	21057677	21062043	21057677	21057677	4	21057677,21060502,21061474,21061942,	21059803,21060557,21061609,21062043,		uc009suk.1
ENSMUST00000128197.7	chrX	+	41400853	41613099	41400853	41400853	12	41400853,41401528,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,	41401257,41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41613099,		uc292nwp.1
ENSMUST00000115103.8	chrX	+	41401127	41676585	41401564	41672464	17	41401127,41401528,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,41620796,41654005,41654809,41672218,41676339,	41401257,41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41610290,41620995,41654253,41654924,41672466,41676585,	B0QZW1	uc012hgn.2
ENSMUST00000076349.11	chrX	+	41401303	41678601	41401564	41672464	16	41401303,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,41620796,41654005,41669500,41672218,41676339,	41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41610290,41620995,41654253,41669615,41672466,41678601,	Q9Z2W9	uc009tam.4
ENSMUST00000156721.7	chrX	+	41401397	41676592	41401397	41401397	15	41401397,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,41620796,41654005,41672218,41676339,	41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41610290,41620995,41654924,41672466,41676592,		uc292nwq.1
ENSMUST00000139965.7	chrX	+	41401435	41678598	41401564	41669536	17	41401435,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,41620796,41654005,41654809,41669500,41672218,41676339,	41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41610290,41620995,41654253,41654924,41669615,41672466,41678598,	F2Z488	uc292nwr.1
ENSMUST00000148212.1	chrX	+	41401481	41613554	41401481	41401481	11	41401481,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,	41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41613554,		uc292nws.1
ENSMUST00000165288.1	chrX	+	41401564	41672464	41401564	41672464	15	41401564,41402800,41478559,41541075,41569887,41588463,41591709,41595681,41596618,41598453,41609913,41620796,41654005,41654809,41672218,	41401655,41402959,41478799,41541263,41569941,41588625,41591877,41595786,41596726,41598660,41610290,41620995,41654253,41654924,41672464,	B0QZW1	uc292nwt.1
ENSMUST00000124169.1	chrX	+	41402739	41478661	41402811	41478661	2	41402739,41478559,	41402959,41478661,	B0QZW2	uc292nwu.1
ENSMUST00000126843.1	chrX	+	41610196	41621262	41610196	41610196	2	41610196,41620796,	41610290,41621262,		uc292nwv.1
ENSMUST00000124458.7	chrX	-	41794990	41814246	41802964	41814246	9	41794990,41802946,41803455,41806401,41806644,41807033,41812458,41813949,41814197,	41797779,41802992,41803532,41806562,41806714,41807171,41812575,41814008,41814246,	Q8C690	uc292nwz.1
ENSMUST00000047037.14	chrX	-	41794990	41911901	41802964	41911871	39	41794990,41802946,41803455,41806401,41806644,41807033,41812458,41813949,41814197,41822367,41822692,41823361,41823633,41824089,41825435,41826019,41827182,41830692,41833308,41835097,41836500,41838114,41838583,41839549,41844026,41844224,41844763,41856733,41858063,41858798,41860124,41864028,41872289,41872564,41873881,41879885,41881908,41897791,41911800,	41797779,41802992,41803532,41806562,41806714,41807171,41812494,41814008,41814628,41822470,41822871,41823546,41823765,41824218,41825593,41826161,41827458,41830857,41833488,41835215,41836597,41838195,41838677,41839634,41844128,41844355,41844805,41856929,41858236,41858954,41860217,41864195,41872423,41872686,41873952,41879937,41882000,41897850,41911901,	B1AZI6	uc009tao.2
ENSMUST00000151430.7	chrX	-	41797109	41814620	41813934	41814620	9	41797109,41802946,41803455,41806401,41806644,41807033,41812458,41813416,41814197,	41797779,41802992,41803532,41806562,41806714,41807171,41812494,41814008,41814620,	F6SBF2	uc292nxa.1
ENSMUST00000145586.7	chrX	-	41797483	41806562	41802964	41806562	4	41797483,41802946,41803455,41806401,	41797779,41802986,41803532,41806562,	F6W2C7	uc292nxb.1
ENSMUST00000143557.7	chrX	-	41802331	41807050	41802964	41807050	6	41802331,41802946,41803455,41806401,41806644,41807033,	41802422,41802992,41803532,41806562,41806714,41807050,	F6VK25	uc292nxc.1
ENSMUST00000155369.1	chrX	-	41802343	41806714	41802964	41806714	5	41802343,41802946,41803455,41806401,41806644,	41802422,41802986,41803532,41806562,41806714,	B8A4C2	uc292nxd.1
ENSMUST00000134084.1	chrX	-	41803515	41813715	41803515	41803515	6	41803515,41806401,41806644,41807033,41812458,41813229,	41803532,41806562,41806714,41807171,41812494,41813715,		uc292nxe.1
ENSMUST00000130993.1	chrX	-	41812003	41814322	41812003	41812003	3	41812003,41813949,41814197,	41812494,41814008,41814322,		uc292nxf.1
ENSMUST00000123512.7	chrX	-	41814197	41858954	41814197	41814197	5	41814197,41844763,41856733,41858063,41858798,	41814566,41844805,41856929,41858236,41858954,		uc292nxg.1
ENSMUST00000150443.7	chrX	-	41814593	41830930	41814593	41814593	9	41814593,41822367,41822692,41823633,41824089,41825435,41826019,41827182,41830692,	41814628,41822470,41823546,41823765,41824218,41825593,41826161,41827458,41830930,		uc292nxh.1
ENSMUST00000151802.1	chrX	-	41823407	41831072	41823407	41823407	7	41823407,41823633,41824089,41825435,41826019,41827182,41830692,	41823546,41823765,41824218,41825593,41826161,41827458,41831072,		uc292nxi.1
ENSMUST00000127338.7	chrX	-	41856586	41911901	41856586	41856586	11	41856586,41858798,41860124,41864028,41872289,41872564,41873881,41879885,41881908,41897791,41911800,	41858236,41858954,41860217,41864195,41872423,41872686,41873952,41879937,41882000,41897850,41911901,		uc009taq.2
ENSMUST00000129915.7	chrX	-	41860124	41911886	41872661	41911886	9	41860124,41864028,41872289,41872564,41873881,41879885,41881908,41897791,41911800,	41860217,41864195,41872423,41872679,41873952,41879937,41882000,41897850,41911886,	F6RBN0	uc292nxj.1
ENSMUST00000152921.1	chrX	-	41873922	41920674	41873922	41917957	6	41873922,41879885,41881908,41897791,41917928,41920595,	41873952,41879937,41882000,41897850,41918105,41920674,	B1AZI7	uc292nxk.1
ENSMUST00000131259.1	chrX	-	41873926	41897846	41879926	41897846	4	41873926,41879885,41881904,41897791,	41873952,41879937,41882000,41897846,	F6QCT0	uc292nxl.1
ENSMUST00000151454.1	chrX	-	41879885	41899301	41879885	41879885	3	41879885,41881908,41897791,	41879937,41882000,41899301,		uc292nxm.1
ENSMUST00000115073.8	chrX	+	42149316	42277185	42201950	42275286	34	42149316,42201854,42206045,42211077,42217334,42220977,42223245,42224927,42226788,42228210,42229123,42229318,42233870,42234645,42236288,42236950,42246965,42247178,42247849,42250004,42250331,42250520,42253053,42253676,42256854,42258025,42259354,42260603,42262658,42266085,42266365,42269380,42271244,42275262,	42149685,42201994,42206124,42211242,42217431,42221054,42223450,42225079,42226862,42228334,42229222,42229398,42233978,42234757,42236406,42237054,42247058,42247268,42248053,42250075,42250419,42250601,42253146,42253851,42256994,42258127,42259503,42260732,42262882,42266275,42266476,42269507,42271322,42277185,	A2AFF6	uc292nxz.1
ENSMUST00000115072.7	chrX	+	42149411	42277175	42201950	42275286	33	42149411,42201854,42206045,42211077,42217334,42220977,42223245,42224927,42226788,42228210,42229123,42229318,42233870,42234645,42236288,42236950,42246965,42247178,42247849,42250004,42250331,42250520,42253053,42253676,42256854,42258025,42259354,42260603,42262658,42266085,42269380,42271244,42275262,	42149685,42201994,42206124,42211242,42217431,42221054,42223450,42225079,42226862,42228334,42229222,42229398,42233978,42234757,42236406,42237054,42247058,42247268,42248053,42250075,42250419,42250601,42253146,42253851,42256994,42258127,42259503,42260732,42262882,42266275,42269507,42271322,42277175,	O35638	uc009tax.3
ENSMUST00000136323.7	chrX	+	42149540	42212680	42149540	42149540	4	42149540,42201854,42206045,42211077,	42149685,42201994,42206124,42212680,		uc292nya.1
ENSMUST00000127618.7	chrX	+	42149682	42206121	42201950	42206121	3	42149682,42201854,42206045,	42149761,42201994,42206121,	A2AFF3	uc292nyb.1
ENSMUST00000141414.1	chrX	+	42150153	42211419	42150153	42150153	4	42150153,42201854,42206045,42211077,	42150291,42201994,42206124,42211419,		uc292nyc.1
ENSMUST00000069619.13	chrX	+	42150700	42277185	42201950	42275286	33	42150700,42201854,42206045,42211077,42217334,42220977,42223245,42224927,42226788,42228210,42229123,42229318,42233870,42234645,42236288,42236950,42246965,42247178,42247849,42250004,42250331,42250520,42253053,42253676,42256854,42258025,42259354,42260603,42262658,42266085,42269380,42271244,42275262,	42150834,42201994,42206124,42211242,42217431,42221054,42223450,42225079,42226862,42228334,42229222,42229398,42233978,42234757,42236406,42237054,42247058,42247268,42248053,42250075,42250419,42250601,42253146,42253851,42256994,42258127,42259503,42260732,42262882,42266275,42269507,42271322,42277185,	O35638	uc009taz.3
ENSMUST00000123245.7	chrX	+	42151013	42206124	42201950	42206124	3	42151013,42201854,42206045,	42151088,42201994,42206124,	B7ZCD2	uc292nyd.1
ENSMUST00000128799.2	chrX	+	42152179	42221029	42201950	42221029	6	42152179,42201854,42206045,42211077,42217334,42220977,	42152420,42201994,42206124,42211242,42217431,42221029,	A0A1B0GXA7	uc292nye.1
ENSMUST00000152743.7	chrX	-	53344597	53370502	53345957	53357727	7	53344597,53345307,53347703,53355655,53357409,53357573,53370421,	53344906,53345989,53347865,53355873,53357485,53357827,53370502,	Q8VEL0	uc292odz.1
ENSMUST00000096447.8	chrX	-	53345007	53370502	53345957	53357727	6	53345007,53347703,53355655,53357409,53357573,53370421,	53345989,53347865,53355873,53357485,53357827,53370502,	Q8VEL0	uc009tfb.3
ENSMUST00000023836.3	chrX	-	53345020	53370502	53345957	53357727	6	53345020,53347703,53355652,53357409,53357573,53370421,	53345989,53347865,53355873,53357485,53357827,53370502,	Q8VEL0	uc009tfa.3
ENSMUST00000096420.2	chrX	+	68821092	68825318	68821346	68822018	1	68821092,	68825318,	Q60969	uc292omk.1
ENSMUST00000053981.5	chrX	+	70385876	70389417	70387913	70389092	3	70385876,70387893,70388871,	70386151,70388166,70389417,	Q9D1F3	uc009tjf.2
ENSMUST00000101506.9	chrX	-	70459752	70477180	70461047	70477015	6	70459752,70462190,70462844,70467153,70470117,70476977,	70461292,70462314,70463021,70467361,70470294,70477180,	Q3TYW3	uc009tji.2
ENSMUST00000114630.2	chrX	-	70460958	70477180	70461047	70477015	7	70460958,70462190,70462844,70465002,70467153,70470117,70476977,	70461292,70462314,70463021,70465086,70467361,70470294,70477180,	A2AF53	uc012hjm.2
ENSMUST00000154400.7	chrX	-	70461053	70470179	70461053	70461053	6	70461053,70462190,70462844,70465002,70467153,70470117,	70461292,70462314,70463021,70465086,70467203,70470179,		uc292ona.1
ENSMUST00000134954.1	chrX	-	70462922	70477142	70462922	70462922	5	70462922,70465002,70467153,70470117,70476977,	70463021,70465086,70467356,70470294,70477142,		uc292onb.1
ENSMUST00000171933.7	chrX	+	71210766	71315295	71231398	71313813	15	71210766,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299567,71301733,71302500,71307699,71313645,	71210952,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296349,71299774,71301826,71302614,71307876,71315295,	Q9Z2C5	uc012hjp.1
ENSMUST00000101501.9	chrX	+	71215005	71260810	71231398	71260614	7	71215005,71231390,71233071,71234851,71254250,71259724,71260569,	71215082,71231461,71233144,71234946,71254361,71259826,71260810,	Q3UDN6	uc009tjn.2
ENSMUST00000025391.10	chrX	+	71215005	71315295	71231398	71313813	14	71215005,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299567,71302500,71307699,71313645,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296349,71299774,71302614,71307876,71315295,	B1AW21	uc012hjq.1
ENSMUST00000061970.11	chrX	+	71215005	71315295	71231398	71313813	15	71215005,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299567,71301733,71302500,71307699,71313645,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296349,71299774,71301826,71302614,71307876,71315295,	Q9Z2C5	uc009tjr.2
ENSMUST00000114621.7	chrX	+	71215027	71315288	71231398	71313813	14	71215027,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299565,71302500,71307699,71313645,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296347,71299774,71302614,71307876,71315288,	B1AW21	uc292onr.1
ENSMUST00000134859.7	chrX	+	71215030	71298861	71215030	71215030	8	71215030,71231390,71233071,71234851,71284600,71287151,71291748,71296163,	71215082,71231461,71233144,71234946,71284684,71287301,71291937,71298861,		uc292ons.1
ENSMUST00000126208.7	chrX	+	71215035	71297580	71215035	71215035	10	71215035,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71297580,		uc292ont.1
ENSMUST00000033700.11	chrX	+	71215038	71315265	71231398	71313813	15	71215038,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299565,71301733,71302500,71307699,71313645,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296347,71299774,71301826,71302614,71307876,71315265,	Q9Z2C5	uc292onu.1
ENSMUST00000156452.7	chrX	+	71215058	71310311	71215058	71215058	14	71215058,71231390,71233071,71234851,71254250,71259724,71284600,71287151,71291748,71296163,71299565,71301733,71302500,71307699,	71215082,71231461,71233144,71234946,71254361,71259826,71284684,71287301,71291937,71296347,71299774,71301826,71302614,71310311,		uc292onv.1
