#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000207143.1	chr7	+	143830246	143847657	143832917	143847517	A0A140LIT2	uc291xop.1	Dhcr7
ENSMUST00000125564.1	chr7	+	143830257	143837888	143836643	143837888	A0A140LI18	uc291xoq.1	Dhcr7
ENSMUST00000208631.1	chr7	+	143836650	143841308	143836650	143836650		uc291xor.1	Dhcr7
ENSMUST00000128610.1	chr7	+	143840928	143843299	143840928	143840928		uc291xos.1	Dhcr7
ENSMUST00000145471.1	chr7	+	143841333	143847409	143841333	143843158	A0A140LIS4	uc291xot.1	Dhcr7
ENSMUST00000093962.4	chr7	-	144929930	144939869	144932606	144939693	Q790L7	uc009kqt.2	Ccnd1
ENSMUST00000208193.1	chr7	-	144933197	144939925	144933197	144933197		uc012fyc.2	Ccnd1
ENSMUST00000135985.1	chr7	-	144937294	144938197	144937294	144937294		uc291xrf.1	Ccnd1
ENSMUST00000208950.1	chr8	+	3621547	3625606	3621584	3623307	P0DJE0	uc291xua.1	Pet100
ENSMUST00000208185.1	chr8	+	3621550	3621926	3621550	3621550		uc291xub.1	Pet100
ENSMUST00000156380.3	chr8	+	3621550	3624235	3621584	3623307	P0DJE0	uc009krz.2	Pet100
ENSMUST00000207257.1	chr8	+	3621554	3621946	3621554	3621554		uc291xuc.1	Pet100
ENSMUST00000207428.1	chr8	+	3621596	3625848	3621596	3623307	A0A140LIT5	uc291xud.1	Pet100
ENSMUST00000207389.1	chr8	+	3621601	3623372	3622341	3623307	A0A140LIS7	uc291xue.1	Pet100
ENSMUST00000098950.5	chr8	-	4285381	4325413	4289599	4311770	P70372	uc009kts.2	Elavl1
ENSMUST00000209010.1	chr8	-	4288342	4312619	4289599	4311770	P70372	uc291xxi.1	Elavl1
ENSMUST00000207615.1	chr8	-	4310687	4315495	4310687	4310687		uc291xxj.1	Elavl1
ENSMUST00000208987.1	chr8	-	4311374	4325086	4311374	4311374		uc291xxk.1	Elavl1
ENSMUST00000049461.6	chr8	-	11513976	11550783	11514113	11550677	G3X975	uc009kvj.3	Cars2
ENSMUST00000211395.1	chr8	-	11514008	11516189	11514045	11516189	A0A1B0GSP2	uc291ydn.1	Cars2
ENSMUST00000211172.1	chr8	-	11514011	11520386	11514011	11514011		uc291ydo.1	Cars2
ENSMUST00000210478.1	chr8	-	11514020	11550741	11530547	11550677	A0A1B0GSW7	uc291ydp.1	Cars2
ENSMUST00000209218.1	chr8	-	11521852	11550744	11521852	11521852		uc291ydq.1	Cars2
ENSMUST00000211406.1	chr8	-	11521887	11550766	11521887	11521887		uc291ydr.1	Cars2
ENSMUST00000210599.1	chr8	-	11526023	11550692	11529812	11550677	A0A1B0GR87	uc291yds.1	Cars2
ENSMUST00000209236.1	chr8	-	11529611	11550391	11529611	11529611		uc291ydt.1	Cars2
ENSMUST00000209676.1	chr8	-	11537271	11550695	11542917	11550677	A0A1B0GRF1	uc291ydu.1	Cars2
ENSMUST00000211161.1	chr8	-	11542577	11550536	11542577	11542577		uc291ydv.1	Cars2
ENSMUST00000210845.1	chr8	-	11546676	11550744	11546676	11546676		uc291ydw.1	Cars2
ENSMUST00000211734.1	chr8	-	11547606	11550741	11547606	11547606		uc291ydx.1	Cars2
ENSMUST00000110840.7	chr8	-	13255962	13288125	13257896	13287806	Q8BZJ7	uc009kxj.2	Dcun1d2
ENSMUST00000110839.9	chr8	-	13255962	13288126	13257955	13287806	G5E8Q6	uc009kxh.1	Dcun1d2
ENSMUST00000203467.2	chr8	-	13255963	13287830	13278633	13287806	A0A0N4SW71	uc291yit.1	Dcun1d2
ENSMUST00000045366.9	chr8	-	13255963	13287841	13257896	13287806	Q8BZJ7	uc009kxg.2	Dcun1d2
ENSMUST00000110838.7	chr8	-	13255963	13288131	13258969	13287806	G5E8Q5	uc009kxi.2	Dcun1d2
ENSMUST00000204673.1	chr8	-	13255964	13288124	13255964	13255964		uc012fzx.2	Dcun1d2
ENSMUST00000203604.1	chr8	-	13259902	13287833	13261327	13287806	A0A0N4SW97	uc009kxl.2	Dcun1d2
ENSMUST00000204840.1	chr8	-	13278528	13281592	13278528	13278528		uc291yiv.1	Dcun1d2
ENSMUST00000209885.1	chr8	+	13338750	13378448	13339727	13377289	Q3V3X3	uc009kxp.2	Tfdp1
ENSMUST00000209396.1	chr8	+	13338767	13378442	13370532	13377289	Q9CYZ7	uc009kxq.3	Tfdp1
ENSMUST00000210501.1	chr8	+	13338790	13378448	13339727	13370181	A0A1B0GRI4	uc291yjg.1	Tfdp1
ENSMUST00000211606.1	chr8	+	13338820	13378448	13338820	13338820		uc291yjh.1	Tfdp1
ENSMUST00000209282.1	chr8	+	13339325	13370546	13339727	13370546	A0A1B0GSS4	uc291yji.1	Tfdp1
ENSMUST00000210165.1	chr8	+	13339660	13370963	13339727	13370963	A0A1B0GR23	uc291yjj.1	Tfdp1
ENSMUST00000170909.1	chr8	+	13339673	13377702	13339727	13377289	Q3V3X3	uc291yjk.1	Tfdp1
ENSMUST00000210518.1	chr8	+	13365169	13370264	13365169	13365169		uc291yjl.1	Tfdp1
ENSMUST00000209945.1	chr8	+	13369464	13372983	13369464	13372983	A0A1B0GRP0	uc291yjm.1	Tfdp1
ENSMUST00000033846.6	chr8	-	18690262	18741562	18692047	18741278	O35608	uc009kzu.2	Angpt2
ENSMUST00000170200.1	chr8	-	18692086	18699547	18692086	18692086		uc291yns.1	Angpt2
ENSMUST00000033871.7	chr8	-	22375550	22398597	22377856	22395767	Q9WVD5	uc009lcz.3	Slc25a15
ENSMUST00000210020.1	chr8	-	22376696	22398544	22376696	22376696		uc291yri.1	Slc25a15
ENSMUST00000033952.7	chr8	+	23411501	23449632	23411784	23446488	Q8C4U3	uc009lev.2	Sfrp1
ENSMUST00000068892.14	chr8	-	25815995	25840787	25817400	25840757	Q91X20	uc009lhc.4	Ash2l
ENSMUST00000139946.7	chr8	-	25816524	25840762	25827188	25840757	D6RI55	uc291yym.1	Ash2l
ENSMUST00000166078.8	chr8	-	25816869	25840082	25817400	25839861	E9PU93	uc291yyn.1	Ash2l
ENSMUST00000151856.7	chr8	-	25816870	25840769	25827188	25840757	D6RET1	uc291yyo.1	Ash2l
ENSMUST00000110610.7	chr8	-	25816875	25847694	25817400	25839861	E9PU93	uc009lhd.4	Ash2l
ENSMUST00000110609.7	chr8	-	25816885	25840457	25817400	25839861	E9PU93	uc033jeu.3	Ash2l
ENSMUST00000110608.2	chr8	-	25816985	25840770	25817400	25839861	D3YYA0	uc291yyp.1	Ash2l
ENSMUST00000149550.1	chr8	-	25822748	25823575	25822748	25822748		uc291yyq.1	Ash2l
ENSMUST00000142358.1	chr8	-	25823143	25829360	25823143	25823143		uc291yyr.1	Ash2l
ENSMUST00000156759.1	chr8	-	25827000	25828816	25827000	25827000		uc291yys.1	Ash2l
ENSMUST00000211188.1	chr8	-	25829843	25833545	25829843	25829843		uc291yyt.1	Ash2l
ENSMUST00000061850.4	chr8	-	25980603	25994133	25982873	25986524	Q3TUA9	uc009lhh.2	Pomk
ENSMUST00000060943.4	chr8	+	27368710	27399730	27368968	27396794	Q8BMN3	uc009lit.2	Chrnb3
ENSMUST00000211104.1	chr8	+	27368767	27396276	27368968	27394601	Q3UZS0	uc009lis.2	Chrnb3
ENSMUST00000079463.11	chr8	+	27368781	27397512	27368968	27396794	Q8BMN3	uc009liu.3	Chrnb3
ENSMUST00000207470.2	chr8	-	31814550	32009540	31818027	32009109	Q6DR98	uc009ljp.3	Nrg1
ENSMUST00000207417.2	chr8	-	31817142	32009541	31818027	32009109	A0A140LIP8	uc291zep.2	Nrg1
ENSMUST00000209107.3	chr8	-	31817402	32884254	31818027	32884254	A0A140LHZ9	uc291zeq.2	Nrg1
ENSMUST00000238791.1	chr8	-	31817407	32884797	31818027	31968162		uc294jif.1	Nrg1
ENSMUST00000208617.2	chr8	-	31817647	32009471	31819073	32009109	A0A140LIK5	uc291zes.2	Nrg1
ENSMUST00000208205.2	chr8	-	31817647	32009504	31818027	32009109	A0A140LJC1	uc291zer.2	Nrg1
ENSMUST00000073884.6	chr8	-	31817755	31918877	31818027	31918203	Q6DR99	uc009ljo.3	Nrg1
ENSMUST00000208819.2	chr8	-	31817910	32009182	31819073	32009109	A0A140LHG5	uc291zeu.2	Nrg1
ENSMUST00000208488.1	chr8	-	31817958	32009451	31818027	32009109	A0A140LJ88	uc291zet.1	Nrg1
ENSMUST00000238842.1	chr8	-	31817960	31918568	31818027	31918203		uc294jke.1	Nrg1
ENSMUST00000239067.1	chr8	-	31818027	32009109	31818027	32009109		uc294jsm.1	Nrg1
ENSMUST00000238816.1	chr8	-	31819052	32009121	31819073	32009109		uc294jje.1	Nrg1
ENSMUST00000239151.1	chr8	-	31819073	32009109	31819073	32009109		uc294jvr.1	Nrg1
ENSMUST00000208335.1	chr8	-	31819174	31917650	31819174	31917650	A0A140LHD8	uc291zev.1	Nrg1
ENSMUST00000208598.1	chr8	-	31820775	32009153	31821237	32009109	A0A140LHN1	uc291zew.1	Nrg1
ENSMUST00000208497.2	chr8	-	31820779	31918391	31821237	31918203	A0A140LIG9	uc009ljq.3	Nrg1
ENSMUST00000207678.2	chr8	-	31820781	31950057	31821237	31949953		uc009ljr.3	Nrg1
ENSMUST00000238958.1	chr8	-	31826263	31950035	31826263	31826263		uc294jol.1	Nrg1
ENSMUST00000238909.1	chr8	-	31826286	31886586	31826286	31826286		uc294jmr.1	Nrg1
ENSMUST00000208355.1	chr8	-	31826287	31849375	31826287	31826287		uc291zex.1	Nrg1
ENSMUST00000208931.1	chr8	-	31826345	31917666	31826345	31917666	A0A140LHQ6	uc291zey.1	Nrg1
ENSMUST00000209022.2	chr8	-	31826345	32884254	31826345	32884254	A0A140LIJ3	uc291zez.2	Nrg1
ENSMUST00000239080.1	chr8	-	31837090	32009109	31837684	32009109		uc294jsz.1	Nrg1
ENSMUST00000238826.1	chr8	-	31837167	32009541	31837634	32009109		uc294jjo.1	Nrg1
ENSMUST00000238812.1	chr8	-	31837196	31918885	31837634	31918203		uc294jja.1	Nrg1
ENSMUST00000238879.1	chr8	-	31837196	32884457	31837634	32884254		uc294jlo.1	Nrg1
ENSMUST00000239055.1	chr8	-	31837197	31886586	31837197	31837197		uc294jsa.1	Nrg1
ENSMUST00000207584.2	chr8	-	31837197	31918399	31837684	31918203		uc009ljs.3	Nrg1
ENSMUST00000239051.1	chr8	-	31837603	32883862	31837634	32883862		uc294jrw.1	Nrg1
ENSMUST00000239032.1	chr8	-	31837624	32009106	31837634	32009106		uc294jrf.1	Nrg1
ENSMUST00000208820.2	chr8	-	31845099	32009491	31845099	31845099		uc009ljt.3	Nrg1
ENSMUST00000238824.1	chr8	-	31849310	32292913	31849310	31849310		uc294jjm.1	Nrg1
ENSMUST00000208206.1	chr8	-	31916271	31918357	31916271	31916271		uc291zfa.1	Nrg1
ENSMUST00000080152.4	chr8	-	34111001	34111737	34111387	34111702	Q4FZH7	uc291zgu.1	Gm10131
ENSMUST00000033930.4	chr8	+	34807296	34819894	34807728	34818783	Q8BFV3	uc009lks.2	Dusp4
ENSMUST00000211534.1	chr8	-	44934711	44935159	44934711	44934711		uc291znx.1	Gm9908
ENSMUST00000191428.6	chr8	+	44935446	45052257	44950213	45051409	F2Z4A3	uc291zny.1	Fat1
ENSMUST00000189017.7	chr8	+	44950207	45052245	44950213	45051409	A0A087WRT4	uc291znz.1	Fat1
ENSMUST00000098796.9	chr8	+	44950207	45052257	44950213	45051409	F2Z4A3	uc009lon.2	Fat1
ENSMUST00000215588.1	chr8	+	44950213	45051409	44950213	45051409	A0A1L1SQU7	uc291zoa.1	Fat1
ENSMUST00000186342.2	chr8	+	45044240	45050918	45044240	45045758	A0A087WPU4	uc291zob.1	Fat1
ENSMUST00000189367.1	chr8	+	45045134	45050500	45045134	45045134		uc291zoc.1	Fat1
ENSMUST00000135912.7	chr8	-	45336716	45358865	45339298	45358865	F6X0J3	uc291zol.1	Fam149a
ENSMUST00000093526.12	chr8	-	45336724	45382291	45339298	45381760	Q8CFV2	uc009lox.2	Fam149a
ENSMUST00000155230.1	chr8	-	45338758	45358762	45339298	45358762	Q8CBZ9	uc291zom.1	Fam149a
ENSMUST00000034049.4	chr8	-	46206796	46211284	46207462	46210922	P48962	uc009lpz.4	Slc25a4
ENSMUST00000155986.1	chr8	-	46207969	46211030	46207969	46207969		uc009lqa.2	Slc25a4
ENSMUST00000034046.12	chr8	+	46471036	46536051	46492831	46534480	P41216	uc009lqe.2	Acsl1
ENSMUST00000128746.2	chr8	+	46471054	46516631	46471054	46471054		uc291zrz.1	Acsl1
ENSMUST00000211644.1	chr8	+	46471071	46511395	46505658	46511395	A0A1B0GRS8	uc291zsa.1	Acsl1
ENSMUST00000211289.1	chr8	+	46471176	46472429	46471176	46471176		uc291zsb.1	Acsl1
ENSMUST00000135955.7	chr8	+	46471176	46511391	46492831	46511391	D3Z457	uc291zsc.1	Acsl1
ENSMUST00000210929.1	chr8	+	46471182	46534684	46471182	46471182		uc291zsd.1	Acsl1
ENSMUST00000110372.8	chr8	+	46490965	46535581	46492831	46534480	P41216	uc009lqf.3	Acsl1
ENSMUST00000130563.1	chr8	+	46490973	46505712	46492831	46505712	D3YVF6	uc291zse.1	Acsl1
ENSMUST00000110371.7	chr8	+	46492831	46534480	46492831	46534480	D3Z041	uc291zsf.1	Acsl1
ENSMUST00000133161.1	chr8	+	46526785	46528652	46526785	46526785		uc291zsg.1	Acsl1
ENSMUST00000152423.1	chr8	+	46531063	46534455	46531063	46533598	F6WNZ2	uc291zsh.1	Acsl1
ENSMUST00000034045.14	chr8	+	46552027	46580007	46552086	46578368	Q8C4M7	uc009lqg.2	Cenpu
ENSMUST00000211217.1	chr8	+	46552037	46562999	46552037	46552037		uc291zsi.1	Cenpu
ENSMUST00000135432.7	chr8	+	46552054	46580007	46552086	46555496	D6RJ34	uc009lqh.2	Cenpu
ENSMUST00000153908.1	chr8	+	46552060	46556236	46552086	46555496	D6RJ34	uc291zsj.1	Cenpu
ENSMUST00000210368.1	chr8	+	46552068	46568643	46552086	46568643	A0A1B0GS45	uc291zsk.1	Cenpu
ENSMUST00000093518.4	chr8	+	46552086	46578368	46552086	46578368	Q8C4M7	uc012gdk.2	Cenpu
ENSMUST00000129371.1	chr8	+	46560076	46562457	46560076	46560076		uc291zsl.1	Cenpu
ENSMUST00000122838.1	chr8	+	46561727	46572830	46561727	46562475	A0A1B0GS54	uc291zsm.1	Cenpu
ENSMUST00000136724.1	chr8	+	46573172	46578378	46573172	46573172		uc291zsn.1	Cenpu
ENSMUST00000211115.1	chr8	+	46617290	46639689	46629748	46638148	P70677	uc009lql.3	Casp3
ENSMUST00000093517.6	chr8	+	46617394	46638717	46629748	46638148	P70677	uc009lqm.3	Casp3
ENSMUST00000209668.1	chr8	+	46617406	46635082	46617406	46617406		uc291zsw.1	Casp3
ENSMUST00000210534.1	chr8	+	46617441	46639566	46629748	46639460	A0A1B0GRX1	uc291zsx.1	Casp3
ENSMUST00000210977.1	chr8	+	52356610	52403339	52356610	52356610		uc009lry.1	1190028D05Rik
ENSMUST00000067476.8	chr8	-	54520432	54529998	54523262	54529905	Q6ZWQ7	uc033jfo.1	Spcs3
ENSMUST00000033915.8	chr8	+	54954842	55060871	54955278	55058929	Q542P2	uc009lsl.3	Gpm6a
ENSMUST00000146863.1	chr8	+	60890417	60907575	60890488	60905607	D6RFB7	uc292act.1	Hpf1
ENSMUST00000149267.7	chr8	+	60890444	60907573	60890488	60896799	D6RIJ8	uc009ltj.3	Hpf1
ENSMUST00000136098.1	chr8	+	60890450	60905985	60890488	60896799	D6RIJ8	uc292acu.1	Hpf1
ENSMUST00000037190.14	chr8	+	60890450	60907580	60890488	60907468	Q8CFE2	uc009lti.3	Hpf1
ENSMUST00000134886.1	chr8	+	60890488	60897048	60890488	60890488		uc292acv.1	Hpf1
ENSMUST00000209553.1	chr8	+	60905078	60906660	60905078	60905078		uc292acw.1	Hpf1
ENSMUST00000211016.1	chr8	+	60906030	60908671	60906030	60906030		uc292acx.1	Hpf1
ENSMUST00000121200.8	chr8	-	61511432	61591142	61513351	61550046	Q9ET54	uc009lud.4	Palld
ENSMUST00000121493.8	chr8	-	61511432	61760089	61513351	61712819	Q9ET54	uc009lue.4	Palld
ENSMUST00000121785.8	chr8	-	61511432	61902669	61513351	61877841	Q9ET54	uc009luf.4	Palld
ENSMUST00000153495.1	chr8	-	61514924	61515900	61514924	61514924		uc292adv.1	Palld
ENSMUST00000034057.13	chr8	-	61515020	61902690	61515020	61877841	Q9ET54	uc009lug.4	Palld
ENSMUST00000135439.1	chr8	-	61515912	61591139	61515912	61535763	D3Z1J5	uc292adw.1	Palld
ENSMUST00000136825.1	chr8	-	61525120	61533841	61525120	61525120		uc292adx.1	Palld
ENSMUST00000149042.7	chr8	-	61683508	61760098	61683508	61683508		uc009lui.3	Palld
ENSMUST00000123523.1	chr8	-	61707211	61760089	61707211	61707211		uc292ady.1	Palld
ENSMUST00000034015.10	chr8	-	64718138	64733792	64718985	64727878	Q9CRA4	uc009lux.2	Msmo1
ENSMUST00000145216.7	chr8	-	64718208	64733581	64718208	64718208		uc292afp.1	Msmo1
ENSMUST00000132013.1	chr8	-	64718226	64733578	64718226	64718226		uc292afq.1	Msmo1
ENSMUST00000140861.1	chr8	-	64718623	64721931	64718623	64718623		uc292afr.1	Msmo1
ENSMUST00000147419.1	chr8	-	64723664	64731059	64723664	64727878	D3Z458	uc292afs.1	Msmo1
ENSMUST00000135943.7	chr8	-	64724980	64733548	64724980	64724980		uc292aft.1	Msmo1
ENSMUST00000141021.1	chr8	-	64727649	64733548	64727649	64727878	D3YTN3	uc292afu.1	Msmo1
ENSMUST00000142822.3	chr8	-	65028416	65037336	65035665	65036965	P0DMC4	uc009lvh.3	Apela
ENSMUST00000124790.7	chr8	-	65028419	65037172	65035665	65036965	P0DMC4	uc292agl.1	Apela
ENSMUST00000212171.1	chr8	+	67480920	67492080	67481012	67491846	A0A1D5RLG2	uc292ahz.1	Nat1
ENSMUST00000026677.3	chr8	+	67490757	67492104	67490973	67491846	Q546L3	uc009lvv.2	Nat1
ENSMUST00000177851.8	chr8	-	69907075	69996233	69909843	69936035	A0A1I7Q4G8	uc292alq.1	Gatad2a
ENSMUST00000065169.11	chr8	-	69908469	69996384	69909843	69936035	E9QMN5	uc009lyg.4	Gatad2a
ENSMUST00000116463.3	chr8	-	69908655	69974271	69909843	69936035	Q8CHY6	uc009lyf.3	Gatad2a
ENSMUST00000212478.1	chr8	-	69908656	69996384	69909843	69936035	Q8CHY6	uc009lyh.4	Gatad2a
ENSMUST00000212277.1	chr8	-	69917760	69936526	69917760	69936035	A0A1D5RM58	uc292alr.1	Gatad2a
ENSMUST00000211960.1	chr8	-	69918036	69958404	69918036	69936035	A0A1D5RM07	uc292als.1	Gatad2a
ENSMUST00000019679.11	chr8	-	70220171	70234466	70220664	70231400	Q8BNU0	uc009lzi.3	Armc6
ENSMUST00000139765.1	chr8	-	70220197	70222789	70220197	70220197		uc292anc.1	Armc6
ENSMUST00000136666.1	chr8	-	70220476	70222290	70220476	70220476		uc292and.1	Armc6
ENSMUST00000147387.1	chr8	-	70223185	70225177	70223185	70223185		uc292ane.1	Armc6
ENSMUST00000135931.1	chr8	-	70224609	70234449	70224609	70224609		uc009lzj.2	Armc6
ENSMUST00000130319.1	chr8	-	70225317	70234126	70225317	70231400	D3Z3J0	uc292anf.1	Armc6
ENSMUST00000087467.11	chr8	+	70282826	70286530	70285301	70286361	Q501M9	uc009lzr.6	Homer3
ENSMUST00000140212.7	chr8	+	70282826	70294361	70285301	70293166	Q99JP6	uc009lzs.3	Homer3
ENSMUST00000110124.8	chr8	+	70282998	70294361	70285301	70293166	Q99JP6	uc009lzt.2	Homer3
ENSMUST00000155711.1	chr8	+	70283033	70286302	70283033	70283033		uc292anr.1	Homer3
ENSMUST00000003669.7	chr8	+	70285245	70294353	70285301	70293166	Q99JP6	uc292ans.1	Homer3
ENSMUST00000143528.7	chr8	+	70285930	70291738	70285930	70285930		uc292ant.1	Homer3
ENSMUST00000135692.1	chr8	+	70289173	70291603	70289173	70289173		uc292anu.1	Homer3
ENSMUST00000135368.1	chr8	+	70291075	70293469	70291075	70293166	J3QQ00	uc292anv.1	Homer3
ENSMUST00000066469.13	chr8	+	70302517	70312990	70302806	70312906	O89079	uc009lzx.2	Cope
ENSMUST00000140363.1	chr8	+	70302740	70306417	70302740	70302740		uc292any.1	Cope
ENSMUST00000134822.7	chr8	+	70302768	70312993	70302768	70302768		uc292anz.1	Cope
ENSMUST00000150968.7	chr8	+	70302772	70310491	70302806	70310491	D3Z315	uc292aoa.1	Cope
ENSMUST00000128822.1	chr8	+	70302792	70306922	70302792	70302792		uc292aob.1	Cope
ENSMUST00000168018.1	chr8	+	70302795	70312772	70302806	70306648	E9Q6I5	uc292aoc.1	Cope
ENSMUST00000128003.7	chr8	+	70305697	70312990	70305697	70312858	F6YFR7	uc292aod.1	Cope
ENSMUST00000167850.2	chr8	+	70308506	70312990	70308506	70312906	F6XIG5	uc292aoe.1	Cope
ENSMUST00000136913.1	chr8	-	70504298	70506737	70504509	70506733	D3YZ60	uc292aoy.1	Rex1bd
ENSMUST00000034311.14	chr8	+	70673247	70678752	70673454	70678451	Q9CY46	uc012gfd.2	Lsm4
ENSMUST00000146972.2	chr8	+	70673378	70678116	70673454	70678116	D3YTP8	uc292arf.1	Lsm4
ENSMUST00000210071.1	chr8	+	70673384	70678519	70677837	70678451	A0A1B0GQZ9	uc292arg.1	Lsm4
ENSMUST00000210987.1	chr8	+	70673431	70678746	70673454	70678451	A0A1B0GRR9	uc292arh.1	Lsm4
ENSMUST00000153689.1	chr8	+	70677664	70678116	70677664	70677664		uc292ari.1	Lsm4
ENSMUST00000034296.14	chr8	-	70768175	70776713	70768689	70774977	O08908	uc009mbn.3	Pik3r2
ENSMUST00000143785.1	chr8	-	70768460	70769388	70769057	70769388	F7CB91	uc292asa.1	Pik3r2
ENSMUST00000146707.1	chr8	-	70768639	70769664	70768639	70768639		uc292asb.1	Pik3r2
ENSMUST00000152545.1	chr8	-	70771993	70773164	70771993	70771993		uc292asc.1	Pik3r2
ENSMUST00000154685.1	chr8	-	70772373	70774687	70772373	70774687	F6R2V5	uc292asd.1	Pik3r2
ENSMUST00000142370.1	chr8	-	70775008	70776679	70775008	70775008		uc292ase.1	Pik3r2
ENSMUST00000007865.6	chr8	-	70868226	70873935	70868440	70870063	Q9D8X2	uc009mby.2	Ccdc124
ENSMUST00000212680.1	chr8	-	70869987	70873383	70869987	70870063	A0A1D5RLD5	uc292atd.1	Ccdc124
ENSMUST00000002473.9	chr8	+	71396860	71404619	71397728	71404398	Q3UI43	uc009mdb.3	Babam1
ENSMUST00000213093.1	chr8	+	71398421	71399994	71398421	71398421		uc292avd.1	Babam1
ENSMUST00000212769.1	chr8	+	71399525	71399956	71399525	71399950	A0A1D5RM60	uc292ave.1	Babam1
ENSMUST00000212383.1	chr8	+	71402221	71403028	71402221	71402221		uc292avf.1	Babam1
ENSMUST00000212087.1	chr8	+	71402783	71403332	71402783	71402783		uc292avg.1	Babam1
ENSMUST00000123177.2	chr8	+	72130173	72152768	72130173	72130173		uc292azj.2	Tpm4
ENSMUST00000003575.10	chr8	+	72135228	72153142	72135321	72151824	Q6IRU2	uc009mfi.3	Tpm4
ENSMUST00000238752.1	chr8	+	72135257	72137320	72135257	72135257		uc294jgt.1	Tpm4
ENSMUST00000238492.1	chr8	+	72135807	72153140	72143453	72151824		uc294ixq.1	Tpm4
ENSMUST00000075602.7	chr8	-	72304109	72305260	72304908	72305181	Q5BL14	uc292azz.1	Gm10282
ENSMUST00000167290.7	chr8	-	72565187	72571088	72567792	72571029	Q5RKS2	uc009mgh.2	Smim7
ENSMUST00000058733.8	chr8	-	72567486	72571049	72567792	72570905	F8WIU9	uc292bas.1	Smim7
ENSMUST00000163745.1	chr8	-	72570587	72571062	72570587	72570587		uc292bat.1	Smim7
ENSMUST00000004497.10	chr8	-	72814598	73352556	72815823	73214230	Q9Z1M7	uc009mgs.3	Large1
ENSMUST00000119826.6	chr8	-	72814598	73353540	72815823	73214230	Q9Z1M7	uc292bbp.1	Large1
ENSMUST00000212459.1	chr8	-	72814598	73353540	72815823	73214230	Q9Z1M7	uc012gga.3	Large1
ENSMUST00000146249.1	chr8	-	73045063	73098913	73045063	73045063		uc292bbq.1	Large1
ENSMUST00000165630.2	chr8	+	75033704	75070121	75033775	75069404	Q561M4	uc009mha.3	Tom1
ENSMUST00000212651.1	chr8	+	75033706	75054676	75052012	75054676	A0A1D5RM45	uc292bci.1	Tom1
ENSMUST00000212564.1	chr8	+	75033723	75052036	75033775	75051577	A0A1D5RM12	uc292bcj.1	Tom1
ENSMUST00000212388.1	chr8	+	75033723	75058844	75054603	75058844	A0A1D5RL90	uc292bck.1	Tom1
ENSMUST00000212299.1	chr8	+	75033730	75052222	75033775	75052222	A0A1D5RM84	uc292bcl.1	Tom1
ENSMUST00000078847.12	chr8	+	75033736	75069583	75033775	75069404	Q3UDC3	uc012ggc.2	Tom1
ENSMUST00000211869.1	chr8	+	75033752	75052181	75052012	75052181	A0A1D5RM51	uc292bcm.1	Tom1
ENSMUST00000211938.1	chr8	+	75054351	75058863	75054351	75054351		uc292bco.1	Tom1
ENSMUST00000212278.1	chr8	+	75060313	75069503	75060313	75060313		uc292bcp.1	Tom1
ENSMUST00000164309.2	chr8	+	75109568	75128439	75109707	75127324	P49718	uc009mhd.3	Mcm5
ENSMUST00000212426.1	chr8	+	75109575	75127693	75109707	75127324	P49718	uc009mhe.3	Mcm5
ENSMUST00000212811.1	chr8	+	75109623	75127688	75109707	75127324	P49718	uc009mhf.2	Mcm5
ENSMUST00000212648.1	chr8	+	75120899	75124220	75120899	75120899		uc292bcs.1	Mcm5
ENSMUST00000211912.1	chr8	+	75123066	75125228	75123066	75123066		uc292bct.1	Mcm5
ENSMUST00000143284.1	chr8	+	76899441	76908413	76908271	76908413	D3Z7J4	uc292bdr.1	Nr3c2
ENSMUST00000109913.8	chr8	+	76899771	77245012	76908271	77242530	A3KN90	uc292bds.1	Nr3c2
ENSMUST00000148106.7	chr8	+	76902287	77242996	76908271	77210726	D6RIL1	uc292bdt.1	Nr3c2
ENSMUST00000109912.7	chr8	+	76902287	77245007	76908271	77242530	A3KN90	uc009mhl.2	Nr3c2
ENSMUST00000128862.1	chr8	+	76902346	76908656	76908271	76908656	D3Z7F2	uc292bdu.1	Nr3c2
ENSMUST00000109911.7	chr8	+	76902475	77243663	76908271	77242530	D3Z473	uc292bdv.1	Nr3c2
ENSMUST00000034031.5	chr8	+	76908271	77242530	76908271	77242530	E9Q8M8	uc292bdw.1	Nr3c2
ENSMUST00000126697.1	chr8	+	77128012	77185872	77128012	77128012		uc292bdx.1	Nr3c2
ENSMUST00000080536.7	chr8	-	79683461	79711740	79685229	79708525	Q3UHY8	uc009mit.2	Abce1
ENSMUST00000211509.1	chr8	-	79686205	79711670	79686205	79686205		uc292bgo.1	Abce1
ENSMUST00000209354.1	chr8	-	79692798	79699413	79692798	79692798		uc292bgp.1	Abce1
ENSMUST00000213842.1	chr8	-	79708071	79711650	79708071	79708071		uc292bgr.1	Abce1
ENSMUST00000048147.8	chr8	+	79711819	79777320	79713164	79775162	Q8K2H6	uc009miv.2	Anapc10
ENSMUST00000210812.1	chr8	+	79711850	79779059	79713164	79775162	Q8K2H6	uc009miw.2	Anapc10
