#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000152544.7	chr10	+	80357976	80360527	80357976	80357976		uc287szu.1	Plk5
ENSMUST00000146826.1	chr10	+	80359269	80360785	80359269	80359269		uc287szv.1	Plk5
ENSMUST00000142997.7	chr10	-	80392538	80395170	80393099	80395170	F6WZH1	uc287tab.1	Mbd3
ENSMUST00000092295.9	chr10	-	80392538	80399550	80393099	80399231	Q9Z2D8	uc007gdb.3	Mbd3
ENSMUST00000105349.7	chr10	-	80392538	80399550	80393099	80399231	Q9Z2D8	uc007gda.3	Mbd3
ENSMUST00000105348.7	chr10	-	80392838	80399422	80393099	80399231	D3YTR4	uc007gdc.2	Mbd3
ENSMUST00000105347.1	chr10	-	80392981	80395719	80393099	80395633	D3YTR5	uc287tac.1	Mbd3
ENSMUST00000125618.1	chr10	-	80393894	80395326	80393894	80393894		uc287tad.1	Mbd3
ENSMUST00000138428.7	chr10	-	80402996	80406766	80402996	80402996		uc287tae.1	Uqcr11
ENSMUST00000020372.5	chr10	-	80402996	80406830	80404165	80406745	Q9CPX8	uc007gde.2	Uqcr11
ENSMUST00000141683.1	chr10	-	80402997	80406795	80402997	80402997		uc007gdd.2	Uqcr11
ENSMUST00000105344.7	chr10	-	80409513	80433637	80410131	80431011	E9PVV1	uc007gdk.3	Tcf3
ENSMUST00000105345.9	chr10	-	80409513	80433647	80410131	80431011	P15806	uc007gdg.3	Tcf3
ENSMUST00000105342.7	chr10	-	80409546	80433643	80410131	80431011	E9PWE2	uc007gdh.3	Tcf3
ENSMUST00000105343.7	chr10	-	80409546	80433647	80410131	80431011	E9PVV2	uc007gdm.3	Tcf3
ENSMUST00000020377.12	chr10	-	80409607	80433621	80410131	80431011	A0A0R4J014	uc007gdf.3	Tcf3
ENSMUST00000105346.9	chr10	-	80409607	80433621	80410131	80431011	P15806	uc007gdi.3	Tcf3
ENSMUST00000105341.7	chr10	-	80409619	80431012	80410131	80431011	E9PWE3	uc287taf.1	Tcf3
ENSMUST00000020379.12	chr10	-	80409625	80433635	80410131	80431011	A0A0R4J011	uc007gdj.3	Tcf3
ENSMUST00000105340.7	chr10	-	80409625	80433635	80410131	80431011	E9PWE4	uc007gdl.3	Tcf3
ENSMUST00000156990.7	chr10	-	80410053	80430985	80410131	80430985	F6T941	uc287tag.1	Tcf3
ENSMUST00000105339.7	chr10	-	80410053	80431082	80410131	80431011	E9PWE5	uc287tah.1	Tcf3
ENSMUST00000129027.1	chr10	-	80412626	80415487	80412626	80412626		uc287tai.1	Tcf3
ENSMUST00000127931.1	chr10	-	80415242	80416288	80415242	80415242		uc287taj.1	Tcf3
ENSMUST00000156244.1	chr10	-	80420082	80421860	80420082	80421629	D3Z037	uc287tak.1	Tcf3
ENSMUST00000036016.5	chr10	+	80805242	80807648	80805247	80807648	Q5EC55	uc007get.2	Amh
ENSMUST00000220225.1	chr10	-	80852820	80855209	80853689	80855186	A0A1W2P6N1	uc287tdr.1	Lsm7
ENSMUST00000035775.8	chr10	-	80852824	80855209	80852957	80855186	Q9CQQ8	uc007gfa.1	Lsm7
ENSMUST00000220406.1	chr10	-	80852832	80855143	80852832	80852832		uc287tds.1	Lsm7
ENSMUST00000218897.1	chr10	-	80852832	80855168	80852832	80852832		uc287tdt.1	Lsm7
ENSMUST00000218119.1	chr10	-	80852834	80855193	80852834	80852834		uc287tdu.1	Lsm7
ENSMUST00000217781.1	chr10	-	80852932	80855023	80852932	80852932		uc287tdv.1	Lsm7
ENSMUST00000219421.1	chr10	-	80852963	80855156	80852963	80852963		uc287tdw.1	Lsm7
ENSMUST00000217921.1	chr10	-	80853356	80855143	80853356	80853356		uc287tdx.1	Lsm7
ENSMUST00000218931.1	chr10	-	80853620	80855193	80853620	80853620		uc287tdy.1	Lsm7
ENSMUST00000057623.13	chr10	-	80901202	80918245	80902858	80918218	A0A0R4J0Q5	uc007gfk.2	Lmnb2
ENSMUST00000179022.7	chr10	-	80901363	80918245	80902858	80918161	P21619	uc287tel.1	Lmnb2
ENSMUST00000105332.2	chr10	-	80902797	80906412	80902858	80906255	Q3V159	uc007gfj.3	Lmnb2
ENSMUST00000159094.1	chr10	-	80909922	80917851	80909922	80909922		uc287tem.1	Lmnb2
ENSMUST00000099462.7	chr10	-	80948623	81001365	80951620	80952914	G3X9Q2	uc007gfm.1	Gng7
ENSMUST00000092285.9	chr10	-	80948623	81014925	80951620	80952914	G3X9Q2	uc007gfn.1	Gng7
ENSMUST00000117805.7	chr10	-	80948623	81014945	80951620	80952911	Q61016	uc287tep.1	Gng7
ENSMUST00000118233.7	chr10	-	80948628	81001378	80951620	80952911	Q61016	uc287teq.1	Gng7
ENSMUST00000118465.7	chr10	-	80951186	80998190	80951620	80952911	Q61016	uc287ter.1	Gng7
ENSMUST00000126317.1	chr10	-	80951711	81014913	80951711	80952911	D3Z483	uc287tes.1	Gng7
ENSMUST00000005057.6	chr10	+	81070034	81082559	81070262	81082019	A0A0R4IZY0	uc007gfv.3	Thop1
ENSMUST00000167658.1	chr10	+	81070126	81074877	81070126	81070126		uc287tff.1	Thop1
ENSMUST00000171484.7	chr10	+	81070158	81078604	81070158	81070158		uc287tfg.1	Thop1
ENSMUST00000166015.1	chr10	+	81073278	81078755	81073278	81073278		uc287tfh.1	Thop1
ENSMUST00000166404.1	chr10	+	81078867	81080079	81078867	81078867		uc287tfi.1	Thop1
ENSMUST00000050867.7	chr10	+	81321102	81326242	81321210	81325954	Q9CS00	uc007ghf.3	Cactin
ENSMUST00000218120.1	chr10	+	81323435	81325156	81323435	81325156	A0A1W2P6J2	uc287thx.1	Cactin
ENSMUST00000219285.1	chr10	+	81323501	81324880	81323501	81323501		uc287thy.1	Cactin
ENSMUST00000140901.7	chr10	-	81366221	81378516	81367508	81371413	Q9R1K5	uc007ght.2	Fzr1
ENSMUST00000020457.13	chr10	-	81367097	81378451	81368231	81371413	F8WJ80	uc287tin.1	Fzr1
ENSMUST00000138343.1	chr10	-	81367371	81378463	81367371	81367371		uc287tio.1	Fzr1
ENSMUST00000118812.1	chr10	-	81367508	81371413	81367508	81371413	D3YTV2	uc287tip.1	Fzr1
ENSMUST00000150824.1	chr10	-	81368275	81369541	81368275	81368275		uc287tiq.1	Fzr1
ENSMUST00000127203.1	chr10	-	81375362	81378380	81375362	81375362		uc287tir.1	Fzr1
ENSMUST00000118763.7	chr10	-	81459226	81482709	81462325	81482605	D3Z4T1	uc007gid.3	Celf5
ENSMUST00000119060.7	chr10	-	81459227	81473127	81462325	81471357	D3Z588	uc007gib.4	Celf5
ENSMUST00000120856.7	chr10	-	81460929	81474844	81462325	81471357	D3Z4C5	uc007gic.4	Celf5
ENSMUST00000120508.7	chr10	-	81461547	81482684	81462325	81482605	D3Z580	uc007gie.4	Celf5
ENSMUST00000238823.1	chr10	-	81462176	81482704	81462213	81482605		uc294jjl.1	Celf5
ENSMUST00000145375.7	chr10	-	81467014	81470807	81467014	81467014		uc287tjh.1	Celf5
ENSMUST00000141207.7	chr10	-	81467506	81473378	81467506	81467506		uc007gif.2	Celf5
ENSMUST00000128494.1	chr10	-	81467758	81482672	81467758	81467758		uc287tji.1	Celf5
ENSMUST00000147524.2	chr10	-	81469444	81473002	81469444	81472838	D3Z4K9	uc287tjj.1	Celf5
ENSMUST00000002518.8	chr10	+	81559493	81566362	81559641	81565693	Q3TYD9	uc007gim.3	Tle5
ENSMUST00000140433.7	chr10	+	81574560	81590466	81574560	81574560		uc287tki.1	Tle2
ENSMUST00000131794.7	chr10	+	81574733	81575832	81575667	81575832	D3Z0X0	uc287tkj.1	Tle2
ENSMUST00000136341.7	chr10	+	81574738	81580325	81575667	81580325	D3Z2J7	uc287tkk.1	Tle2
ENSMUST00000129798.7	chr10	+	81575259	81590470	81575259	81575259		uc287tkl.1	Tle2
ENSMUST00000135211.7	chr10	+	81575261	81590473	81575667	81590332	Q3UN01	uc007gio.3	Tle2
ENSMUST00000146916.7	chr10	+	81575330	81590473	81575667	81590473	E9PV07	uc287tkm.1	Tle2
ENSMUST00000136254.7	chr10	+	81575416	81590468	81575416	81575416		uc287tkn.1	Tle2
ENSMUST00000143285.7	chr10	+	81575498	81580635	81575667	81580635	D3Z1A4	uc287tko.1	Tle2
ENSMUST00000146358.7	chr10	+	81575531	81590845	81575667	81590332	Q9WVB2	uc007gis.3	Tle2
ENSMUST00000145878.1	chr10	+	81580833	81586927	81580833	81580833		uc287tkp.1	Tle2
ENSMUST00000151470.1	chr10	+	81582542	81586884	81582542	81582542		uc287tkq.1	Tle2
ENSMUST00000141913.1	chr10	+	81587091	81587946	81587091	81587091		uc287tkr.1	Tle2
ENSMUST00000139135.1	chr10	+	81587425	81590423	81587425	81587425		uc287tks.1	Tle2
ENSMUST00000124854.7	chr10	+	81587968	81590473	81587968	81590473	F6X5U5	uc287tkt.1	Tle2
ENSMUST00000131411.1	chr10	+	81587998	81590473	81587998	81590332	F6YM15	uc287tku.1	Tle2
ENSMUST00000153812.1	chr10	+	81588640	81590301	81588640	81588640		uc287tkv.1	Tle2
ENSMUST00000123896.7	chr10	+	81628539	81638300	81629712	81638300	D3Z4H0	uc287tlp.1	Ankrd24
ENSMUST00000153573.1	chr10	+	81628578	81629747	81629712	81629747	D3YYK5	uc287tlq.1	Ankrd24
ENSMUST00000119336.7	chr10	+	81628634	81647610	81629712	81647177	Q80VM7	uc011xjk.2	Ankrd24
ENSMUST00000129622.1	chr10	+	81628705	81629742	81629712	81629742	A0A1C7ZN03	uc287tlr.1	Ankrd24
ENSMUST00000123993.7	chr10	+	81633698	81643023	81633716	81635080	D6RE46	uc287tls.1	Ankrd24
ENSMUST00000140345.1	chr10	+	81633702	81636421	81633716	81636421	D3YY05	uc287tlt.1	Ankrd24
ENSMUST00000154707.7	chr10	+	81633702	81647607	81633702	81633702		uc287tlu.1	Ankrd24
ENSMUST00000129491.7	chr10	+	81633708	81635898	81633708	81633708		uc287tlv.1	Ankrd24
ENSMUST00000126323.1	chr10	+	81633708	81639899	81638121	81639899	D3YXU5	uc287tlw.1	Ankrd24
ENSMUST00000152892.1	chr10	+	81634538	81638082	81635085	81638082	D3YXX7	uc287tlx.1	Ankrd24
ENSMUST00000123305.1	chr10	+	81640931	81642963	81640931	81642315	F6WJT5	uc287tly.1	Ankrd24
ENSMUST00000137978.1	chr10	+	81640943	81645967	81640943	81640943		uc287tlz.1	Ankrd24
ENSMUST00000132458.1	chr10	+	81643802	81647474	81643802	81647177	F6PZI9	uc287tma.1	Ankrd24
ENSMUST00000142390.1	chr10	+	81646631	81647161	81646631	81646631		uc287tmb.1	Ankrd24
ENSMUST00000053871.4	chr10	-	84526304	84534062	84527469	84533866	Q8BMK4	uc007gkq.2	Ckap4
ENSMUST00000167671.1	chr10	-	84526635	84534036	84527469	84533866	Q8BMK4	uc287trd.1	Ckap4
ENSMUST00000127615.7	chr10	+	88379131	88414598	88379294	88414598	D3Z1C3	uc287twx.1	Gnptab
ENSMUST00000130301.7	chr10	+	88379223	88414555	88379294	88414555	D3YXC6	uc287twy.1	Gnptab
ENSMUST00000151273.7	chr10	+	88379223	88447320	88379418	88411969	D6RJ30	uc287twz.1	Gnptab
ENSMUST00000020251.9	chr10	+	88379225	88447329	88379418	88445840	Q69ZN6	uc007grl.2	Gnptab
ENSMUST00000132738.1	chr10	+	88429565	88433288	88429565	88429565		uc287txb.1	Gnptab
ENSMUST00000141343.1	chr10	+	88433360	88440862	88433360	88433360		uc287txc.1	Gnptab
ENSMUST00000155306.1	chr10	+	88436043	88436729	88436043	88436043		uc287txd.1	Gnptab
ENSMUST00000004470.8	chr10	-	88746606	88826804	88746903	88826650	E9QK83	uc007grx.3	Utp20
ENSMUST00000218990.1	chr10	-	88746701	88747831	88746701	88746701		uc287tyd.1	Utp20
ENSMUST00000220188.1	chr10	-	88760869	88765600	88760869	88765419	A0A1W2P7L8	uc287tye.1	Utp20
ENSMUST00000218967.1	chr10	-	88761742	88765672	88761742	88765419	A0A1W2P6J9	uc287tyf.1	Utp20
ENSMUST00000219662.1	chr10	-	88776178	88782666	88778196	88782666	A0A1W2P8D7	uc287tyg.1	Utp20
ENSMUST00000220275.1	chr10	-	88776193	88777830	88776193	88776193		uc287tyh.1	Utp20
ENSMUST00000220439.1	chr10	-	88825006	88826783	88825006	88825006		uc287tyi.1	Utp20
ENSMUST00000183156.7	chr10	+	89873508	90970219	89873671	90969914	S4R286	uc287tzo.1	Anks1b
ENSMUST00000182936.7	chr10	+	89873537	90510629	89873671	90510629	S4R1G5	uc287tzp.1	Anks1b
ENSMUST00000182907.7	chr10	+	89873637	90966392	89873671	90163179	S4R2E7	uc287tzq.1	Anks1b
ENSMUST00000099368.10	chr10	+	89873671	90683697	89873671	90683697	K4DI73	uc287tzr.1	Anks1b
ENSMUST00000183002.1	chr10	+	89996542	90033279	89996542	89996542		uc287tzs.1	Anks1b
ENSMUST00000183012.1	chr10	+	90046621	90071078	90046621	90046621		uc287tzt.1	Anks1b
ENSMUST00000183109.1	chr10	+	90071110	90079463	90071110	90077217	S4R2J3	uc287tzu.1	Anks1b
ENSMUST00000182356.7	chr10	+	90575726	90973300	90577162	90967041	A0A0R4J2A2	uc033fsd.3	Anks1b
ENSMUST00000182427.7	chr10	+	90576251	90921313	90576496	90921313	S4R235	uc287tzx.1	Anks1b
ENSMUST00000182053.7	chr10	+	90576376	90970258	90576496	90969914	S4R2H3	uc287tzy.1	Anks1b
ENSMUST00000182113.7	chr10	+	90576516	90971459	90576991	90969914	S4R2I2	uc033fsa.3	Anks1b
ENSMUST00000182786.7	chr10	+	90576569	90971702	90577162	90969914	S4R2N9	uc287tzz.1	Anks1b
ENSMUST00000182600.7	chr10	+	90576611	90970212	90577162	90969820	S4R2H8	uc287uaa.1	Anks1b
ENSMUST00000182284.7	chr10	+	90576690	90970864	90576991	90969914	A0A0R4J2A8	uc033fsb.3	Anks1b
ENSMUST00000182430.7	chr10	+	90576717	90971664	90576991	90969914	A0A0R4J2A6	uc033fsc.3	Anks1b
ENSMUST00000182960.7	chr10	+	90576735	90971702	90576991	90969914	S4R1H2	uc287uab.1	Anks1b
ENSMUST00000182003.1	chr10	+	90576748	90599954	90576748	90576748		uc287uac.1	Anks1b
ENSMUST00000182045.1	chr10	+	90576749	90587149	90576991	90587078	S4R2K2	uc287uad.1	Anks1b
ENSMUST00000182083.1	chr10	+	90576765	90587296	90577162	90587078	S4R2B3	uc287uae.1	Anks1b
ENSMUST00000183136.7	chr10	+	90576800	90970979	90576991	90969914	S4R2Q2	uc287uaf.1	Anks1b
ENSMUST00000182595.7	chr10	+	90576814	90971991	90576991	90969914	S4R1Q0	uc287uag.1	Anks1b
ENSMUST00000182550.7	chr10	+	90576964	90970219	90576991	90969914	S4R2H2	uc287uah.1	Anks1b
ENSMUST00000099364.11	chr10	+	90576991	90969820	90576991	90969820	E9QPP6	uc287uai.1	Anks1b
ENSMUST00000182192.7	chr10	+	90829110	90941465	90923542	90941465	S4R2M2	uc287uan.1	Anks1b
ENSMUST00000183051.7	chr10	+	90829120	90897317	90829120	90829120		uc287uao.1	Anks1b
ENSMUST00000182202.7	chr10	+	90829427	90941438	90923542	90941438	S4R1W3	uc287uap.1	Anks1b
ENSMUST00000182966.7	chr10	+	90829433	90970212	90897342	90969914	S4R2E3	uc287uaq.1	Anks1b
ENSMUST00000179694.8	chr10	+	90829565	90971457	90897342	90969914	A0A140T8U6	uc287uar.1	Anks1b
ENSMUST00000179337.8	chr10	+	90829780	90971284	90897342	90969914	A0A140T8U6	uc007gtd.2	Anks1b
ENSMUST00000182632.7	chr10	+	90829818	90914737	90829818	90829818		uc287uas.1	Anks1b
ENSMUST00000183145.1	chr10	+	90829842	90921338	90829842	90829842		uc287uat.1	Anks1b
ENSMUST00000099366.10	chr10	+	90895097	90971457	90897342	90969914	A0A140T8U6	uc287uav.1	Anks1b
ENSMUST00000183024.1	chr10	+	90895177	90970092	90895177	90969914	S4R1K4	uc287uaw.1	Anks1b
ENSMUST00000129421.7	chr10	+	93488767	93519304	93489130	93516322	P35492	uc007gus.3	Hal
ENSMUST00000016031.13	chr10	+	93488802	93516464	93489130	93491829	F8WH73	uc287uen.1	Hal
ENSMUST00000132624.1	chr10	+	93496404	93500657	93496404	93496404		uc287ueo.1	Hal
ENSMUST00000152883.1	chr10	+	93501124	93516666	93501124	93501124		uc287uep.1	Hal
ENSMUST00000147080.1	chr10	+	93640680	93644957	93644526	93644957	D3Z053	uc287ueu.1	Ntn4
ENSMUST00000020204.4	chr10	+	93641048	93747207	93641453	93745853	Q9JI33	uc007gux.3	Ntn4
ENSMUST00000170703.3	chr10	+	93778659	93779719	93778659	93778659		uc287uew.1	Gm3571
ENSMUST00000099337.4	chr10	-	94790865	94944835	94793185	94944578	Q9QZC2	uc007gvz.4	Plxnc1
ENSMUST00000218839.1	chr10	-	94827221	94829546	94827221	94827221		uc287ugv.1	Plxnc1
ENSMUST00000180514.1	chr10	-	94837210	94843808	94837210	94837210		uc287ugw.1	Plxnc1
ENSMUST00000181244.1	chr10	-	94854451	94871048	94864994	94871048	M0QWW0	uc287ugx.1	Plxnc1
ENSMUST00000180573.1	chr10	-	94870829	94922657	94870829	94870829		uc287ugy.1	Plxnc1
ENSMUST00000032719.14	chr10	-	109681258	110000219	109684119	110000219	E9QMF5	uc007gzl.2	Nav3
ENSMUST00000161582.7	chr10	-	109682659	109823585	109682659	109682659		uc287utm.1	Nav3
ENSMUST00000238286.1	chr10	-	109683144	109833221	109684119	109832415		uc294iqo.1	Nav3
ENSMUST00000161223.1	chr10	-	109714301	109723801	109714301	109714301		uc287utn.1	Nav3
ENSMUST00000163071.1	chr10	-	109755131	109764840	109755131	109755131		uc287uto.1	Nav3
ENSMUST00000161798.1	chr10	-	109880632	109904023	109880632	109880632		uc287utp.1	Nav3
ENSMUST00000160159.2	chr10	-	109899102	110456204	109899102	109899102		uc287utq.1	Nav3
ENSMUST00000173294.7	chr10	+	110745438	110748146	110745438	110745438		uc287utz.1	E2f7
ENSMUST00000174857.7	chr10	+	110745464	110756637	110746331	110754410	Q8BQ55	uc007gzn.1	E2f7
ENSMUST00000174810.7	chr10	+	110745467	110768139	110745467	110745467		uc287uua.1	E2f7
ENSMUST00000073781.11	chr10	+	110745467	110787384	110746331	110784838	Q6S7F2	uc007gzp.2	E2f7
ENSMUST00000173471.7	chr10	+	110745512	110785510	110746331	110784838	Q6S7F2	uc011xne.2	E2f7
ENSMUST00000173634.1	chr10	+	110745571	110754577	110746331	110754410	Q8BQ55	uc287uub.1	E2f7
ENSMUST00000172574.1	chr10	+	110754261	110756247	110754261	110754261		uc287uuc.1	E2f7
ENSMUST00000173948.1	chr10	+	110754331	110774652	110754331	110766149	G3UYD4	uc287uud.1	E2f7
ENSMUST00000174593.1	chr10	+	110763855	110765754	110763855	110763855		uc287uue.1	E2f7
ENSMUST00000020403.6	chr10	+	110919788	110939622	110931955	110939287	P97314	uc007gzs.3	Csrp2
ENSMUST00000220409.1	chr10	+	110920189	110938939	110931955	110938819	A0A1W2P845	uc287uuk.1	Csrp2
ENSMUST00000219840.1	chr10	+	110920192	110932134	110931955	110932134	A0A1W2P780	uc287uul.1	Csrp2
ENSMUST00000219502.1	chr10	+	110920204	110939328	110931955	110938700	A0A1W2P6I3	uc287uum.1	Csrp2
ENSMUST00000219188.1	chr10	+	110931200	110935288	110931955	110935288	A0A1W2P7N8	uc287uun.1	Csrp2
ENSMUST00000220054.1	chr10	+	110931627	110937863	110931955	110937863	A0A1W2P758	uc287uuo.1	Csrp2
ENSMUST00000220301.1	chr10	+	110934670	110939514	110934670	110934670		uc287uup.1	Csrp2
ENSMUST00000218576.1	chr10	-	117750620	117792664	117774549	117792611	A0A1W2P7R1	uc287vcb.1	Nup107
ENSMUST00000064848.6	chr10	-	117750620	117792705	117750859	117792611	Q8BH74	uc007hdo.2	Nup107
ENSMUST00000167943.7	chr10	-	117750623	117792698	117750859	117792611	E9Q4V9	uc287vcc.1	Nup107
ENSMUST00000218375.1	chr10	-	117757284	117761357	117757284	117757284		uc287vcd.1	Nup107
ENSMUST00000220323.1	chr10	-	117777127	117792651	117777127	117777127		uc287vce.1	Nup107
ENSMUST00000218810.1	chr10	-	117777250	117792698	117777250	117777250		uc287vcf.1	Nup107
ENSMUST00000218777.1	chr10	-	117777602	117790560	117777602	117777602		uc287vcg.1	Nup107
ENSMUST00000220203.1	chr10	-	117780315	117782011	117780315	117780315		uc287vch.1	Nup107
ENSMUST00000219827.1	chr10	+	118141810	118146760	118141810	118141810		uc287vco.1	Mdm1
ENSMUST00000020437.12	chr10	+	118141831	118168997	118141944	118168163	Q9D067	uc007hdt.3	Mdm1
ENSMUST00000163238.8	chr10	+	118141858	118168381	118141944	118168163	B2RPU6	uc011xnr.2	Mdm1
ENSMUST00000219087.1	chr10	+	118141913	118147748	118141944	118147184	A0A1W2P6V6	uc287vcp.1	Mdm1
ENSMUST00000218011.1	chr10	+	118141923	118148139	118141923	118141923		uc287vcq.1	Mdm1
ENSMUST00000164077.8	chr10	+	118141923	118168997	118141944	118168163	E9PW14	uc007hdu.3	Mdm1
ENSMUST00000169817.2	chr10	+	118141944	118168163	118141944	118168163	E9Q0B1	uc011xns.2	Mdm1
ENSMUST00000219605.1	chr10	+	118146664	118152267	118146664	118146664		uc287vcr.1	Mdm1
ENSMUST00000218400.1	chr10	+	118151994	118159549	118151994	118151994		uc287vcs.1	Mdm1
ENSMUST00000217767.1	chr10	+	118157011	118158468	118157011	118157011		uc287vct.1	Mdm1
ENSMUST00000064107.6	chr10	-	121263819	121311189	121266824	121310800	Q69ZT9	uc007hfm.4	Tbc1d30
ENSMUST00000218111.1	chr10	-	121266608	121294648	121288977	121294648	A0A1W2P726	uc287vga.1	Tbc1d30
ENSMUST00000218688.1	chr10	-	121294604	121297035	121294604	121294604		uc287vgb.1	Tbc1d30
ENSMUST00000219179.1	chr10	-	121302082	121351278	121302082	121351278	A0A1W2P853	uc287vgc.1	Tbc1d30
ENSMUST00000219354.1	chr10	-	121342127	121347242	121342127	121342127		uc287vgd.1	Tbc1d30
ENSMUST00000040344.6	chr10	+	121365089	121397245	121365190	121395126	Q8BFR4	uc007hfo.1	Gns
ENSMUST00000219847.1	chr10	+	121365107	121372250	121365107	121365107		uc287vgh.1	Gns
ENSMUST00000219249.1	chr10	+	121365108	121376735	121365190	121374437	A0A1W2P6W9	uc287vgi.1	Gns
ENSMUST00000219851.1	chr10	+	121365175	121376691	121365190	121371153	A0A1W2P7K3	uc287vgj.1	Gns
ENSMUST00000219505.1	chr10	+	121374342	121381277	121374342	121380133	A0A1W2P8D3	uc287vgk.1	Gns
ENSMUST00000220350.1	chr10	+	121377073	121380155	121377073	121377073		uc287vgl.1	Gns
ENSMUST00000219531.1	chr10	+	121377637	121382110	121377637	121377637		uc287vgm.1	Gns
ENSMUST00000219580.1	chr10	+	121379686	121383404	121379686	121379686		uc287vgn.1	Gns
ENSMUST00000217712.1	chr10	+	121380132	121383824	121380132	121380132		uc287vgo.1	Gns
ENSMUST00000219216.1	chr10	+	121383114	121397249	121383114	121383114		uc007hfr.2	Gns
ENSMUST00000026902.8	chr10	-	121410349	121476347	121412935	121476110	Q99P51	uc007hfs.3	Rassf3
ENSMUST00000219500.1	chr10	-	121414386	121462213	121414386	121414386		uc287vgq.1	Rassf3
ENSMUST00000211781.1	chr10	-	125219269	125328963	125228011	125294814	Q149G3	uc007hgz.2	Slc16a7
ENSMUST00000063318.9	chr10	-	125227484	125328535	125228011	125294814	Q149G3	uc007hgy.1	Slc16a7
ENSMUST00000210780.1	chr10	-	125227484	125389465	125228011	125294814	Q149G3	uc287vjp.1	Slc16a7
ENSMUST00000105257.3	chr10	-	125227486	125308816	125228011	125294814	Q149G3	uc007hgx.2	Slc16a7
ENSMUST00000210069.1	chr10	-	125294649	125342179	125294649	125294814	A0A1B0GSA7	uc287vjq.1	Slc16a7
ENSMUST00000209246.1	chr10	-	125339197	125389368	125339197	125339197		uc287vjr.1	Slc16a7
ENSMUST00000006911.11	chr10	+	127063533	127067920	127064235	127067021	Q545C3	uc007hhv.4	Cdk4
ENSMUST00000120226.7	chr10	+	127063602	127067002	127064235	127066938	D3YWB0	uc287vkz.1	Cdk4
ENSMUST00000133115.7	chr10	+	127063603	127066177	127064235	127066177	E9Q9E4	uc287vla.1	Cdk4
ENSMUST00000142558.7	chr10	+	127063608	127067002	127064235	127064841	D6RHS5	uc287vlb.1	Cdk4
ENSMUST00000140254.7	chr10	+	127063613	127067297	127063613	127063613		uc287vlc.1	Cdk4
ENSMUST00000135179.7	chr10	+	127063615	127065280	127063615	127063615		uc287vld.1	Cdk4
ENSMUST00000125682.1	chr10	+	127063867	127066231	127064235	127066231	E9PZX7	uc287vle.1	Cdk4
ENSMUST00000123456.1	chr10	+	127064297	127065315	127064297	127064297		uc287vlf.1	Cdk4
ENSMUST00000145670.1	chr10	+	127066075	127067235	127066075	127066075		uc287vlg.1	Cdk4
ENSMUST00000047134.7	chr10	+	127898517	127911761	127898644	127909962	Q8K3P0	uc007hkw.3	Sdr9c7
ENSMUST00000151614.7	chr10	+	127898774	127911750	127898774	127898774		uc287vpm.1	Sdr9c7
ENSMUST00000155067.7	chr10	+	127902045	127910386	127902045	127902045		uc287vpn.1	Sdr9c7
ENSMUST00000149849.1	chr10	+	127903413	127910337	127903413	127903413		uc287vpo.1	Sdr9c7
ENSMUST00000178041.7	chr10	+	128015167	128029983	128015248	128029785	J3QN19	uc287vpy.1	Prim1
ENSMUST00000026461.7	chr10	+	128015171	128030037	128015248	128029785	Q5FW94	uc011xpx.3	Prim1
ENSMUST00000133285.7	chr10	+	128015195	128029865	128015195	128015195		uc287vpz.1	Prim1
ENSMUST00000135580.1	chr10	+	128019955	128022121	128019955	128019955		uc287vqa.1	Prim1
ENSMUST00000138330.1	chr10	+	128026686	128030033	128026686	128026686		uc287vqb.1	Prim1
ENSMUST00000026455.7	chr10	+	128225837	128231812	128225881	128230504	P51180	uc007hlr.3	Mip
ENSMUST00000055539.10	chr10	+	128232064	128252941	128239900	128252256	Q9R1X4	uc007hlv.3	Timeless
ENSMUST00000145710.7	chr10	+	128232079	128252932	128232079	128232079		uc287vrj.1	Timeless
ENSMUST00000105244.7	chr10	+	128232088	128252852	128239900	128252256	Q9R1X4	uc007hlu.3	Timeless
ENSMUST00000105243.8	chr10	+	128232090	128246109	128239900	128246109	H7BX89	uc287vrk.1	Timeless
ENSMUST00000125289.7	chr10	+	128232114	128241675	128240383	128241675	E9Q302	uc287vrl.1	Timeless
ENSMUST00000105242.7	chr10	+	128232133	128252941	128239900	128252256	Q9R1X4	uc007hlw.3	Timeless
ENSMUST00000105245.2	chr10	+	128238065	128252941	128239900	128252256	Q9R1X4	uc007hlx.2	Timeless
ENSMUST00000135538.1	chr10	+	128240400	128241615	128240400	128240400		uc287vrm.1	Timeless
ENSMUST00000135376.1	chr10	+	128242338	128243010	128242338	128242338		uc287vrn.1	Timeless
ENSMUST00000146945.1	chr10	+	128242407	128243930	128242407	128242407		uc287vro.1	Timeless
ENSMUST00000142149.1	chr10	+	128242628	128243695	128242628	128242628		uc287vrp.1	Timeless
ENSMUST00000142484.1	chr10	+	128247284	128248046	128247284	128247284		uc287vrq.1	Timeless
ENSMUST00000105240.7	chr10	+	128247339	128252939	128247339	128247339		uc287vrr.1	Timeless
ENSMUST00000136854.1	chr10	+	128249212	128249860	128249212	128249212		uc287vrs.1	Timeless
